TaxonSort,UltrataxonID,taxonRank,SpNo,taxonID,vernacularName,scientificName,FamilyCommonName,family,order,Population,Australian IUCN RedListStatus_2020,Supplementary,ABD_Avibase ID
551,,species,139,139,Lesser Sand Plover,Charadrius mongolus,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Non-breeding,,,avibase-8A4C4629
552,1,subspecies,139,u139a,Mongolian Lesser Sand Plover,Charadrius mongolus mongolus,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Non-breeding,Endangered,,avibase-45C8AEA9
553,1,subspecies,139,u139b,Kamchatkan Lesser Sand Plover,Charadrius mongolus stegmanni,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Non-breeding,Endangered,,avibase-BDC48B3F
554,,species,141,141,Greater Sand Plover,Charadrius leschenaultii,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Non-breeding,,,avibase-98B9C10B
555,1,subspecies,141,u141,Eastern Greater Sand Plover,Charadrius leschenaultii leschenaultii,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Non-breeding,Near Threatened,,avibase-46BFB17D
556,1,species,894,u894,Caspian Plover,Charadrius asiaticus,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Vagrant,,,avibase-264D0351
557,1,species,142,u142,Oriental Plover,Charadrius veredus,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Non-breeding,Least Concern,,avibase-02091964
558,,species,138,138,Hooded Plover,Thinornis cucullatus,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Endemic,,,avibase-37C6EE35
559,1,subspecies,138,u138a,Eastern Hooded Plover,Thinornis cucullatus cucullatus,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Endemic,Vulnerable,,avibase-FDD49B7B
560,1,subspecies,138,u138b,Western Hooded Plover,Thinornis cucullatus tregellasi,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Endemic,Endangered,,avibase-87632E0D
561,1,species,144,u144,Black-fronted Dotterel,Elseyornis melanops,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Endemic,Least Concern,,avibase-124EBA0D
562,1,species,9918,u9918,Grey-headed Lapwing,Vanellus cinereus,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Vagrant,,,avibase-8F8F0CF0
563,1,species,135,u135,Banded Lapwing,Vanellus tricolor,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Endemic,Least Concern,,avibase-581FD9E8
564,,species,133,133,Masked Lapwing,Vanellus miles,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Australian,,,avibase-B326F839
565,1,subspecies,133,u133a,Northern Masked Lapwing,Vanellus miles miles,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Australian,Least Concern,,avibase-A956C6B5
566,1,subspecies,133,u133b,Southern Masked Lapwing,Vanellus miles novaehollandiae,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Australian,Least Concern,,avibase-AD2AE997
567,1,species,132,u132,Red-kneed Dotterel,Erythrogonys cinctus,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Endemic,Least Concern,,avibase-A358D6BF
568,1,species,145,u145,Inland Dotterel,Peltohyas australis,"Plovers, Dotterel and Lapwings",Charadriidae,Charadriiformes,Endemic,Least Concern,,avibase-C1DC658F
569,1,species,20,u20,Plains-wanderer,Pedionomus torquatus,Plains-wanderer,Pedionomidae,Charadriiformes,Endemic,Critically Endangered,,avibase-1CE50BE8
570,1,species,170,u170,Australian Painted-Snipe,Rostratula australis,Painted Snipe,Rostratulidae,Charadriiformes,Endemic,Endangered,,avibase-8CB3B219
571,1,species,897,u897,Pheasant-tailed Jacana,Hydrophasianus chirurgus,Jacanas,Jacanidae,Charadriiformes,Vagrant,,,avibase-6F672FA3
572,,species,171,171,Comb-crested Jacana,Irediparra gallinacea,Jacanas,Jacanidae,Charadriiformes,Australian,,,avibase-570239AA
573,1,subspecies,171,u171,Australian Comb-crested Jacana,Irediparra gallinacea novaehollandiae,Jacanas,Jacanidae,Charadriiformes,Endemic,Least Concern,,avibase-F126F8B6
574,1,species,892,u892,Upland Sandpiper,Bartramia longicauda,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-BF1DA86E
575,,species,150,150,Whimbrel,Numenius phaeopus,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,,,avibase-F9305BAA
576,1,subspecies,150,u150a,Alaskan Whimbrel,Numenius phaeopus hudsonicus,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-4D844D5E
577,1,subspecies,150,u150b,Eastern Siberian Whimbrel,Numenius phaeopus variegatus,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Least Concern,,avibase-76BEB095
578,1,species,151,u151,Little Curlew,Numenius minutus,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Least Concern,,avibase-C00E1EB8
579,,species,893,893,Eurasian Curlew,Numenius arquata,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-3BB5CBA6
580,1,subspecies,893,u893,Eastern Eurasian Curlew,Numenius arquata orientalis,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-5F9765C5
581,1,species,149,u149,Far Eastern Curlew,Numenius madagascariensis,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Endangered,,avibase-DAF8F22B
582,,species,153,153,Bar-tailed Godwit,Limosa lapponica,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,,,avibase-9A684C99
583,1,subspecies,153,u153c,Anadyr Bar-tailed Godwit,Limosa lapponica anadyrensis,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Endangered,,
584,1,subspecies,153,u153a,Alaskan Bar-tailed Godwit,Limosa lapponica baueri,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Endangered,,avibase-F65DE6AA
585,1,subspecies,153,u153b,Yakutian Bar-tailed Godwit,Limosa lapponica menzbieri,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Endangered,,avibase-8A01D4F6
586,1,species,815,u815,Hudsonian Godwit,Limosa haemastica,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-93013964
587,,species,152,152,Black-tailed Godwit,Limosa limosa,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,,,avibase-454B5CD5
588,1,subspecies,152,u152,Eastern Black-tailed Godwit,Limosa limosa melanuroides,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Endangered,,avibase-D9A81E64
589,,species,129,129,Ruddy Turnstone,Arenaria interpres,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,,,avibase-DC3050A9
590,1,subspecies,129,u129,Palaearctic Ruddy Turnstone,Arenaria interpres interpres,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Endangered,,avibase-5A03F8F8
591,1,species,165,u165,Great Knot,Calidris tenuirostris,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Near Threatened,,avibase-09C51FA9
592,,species,164,164,Red Knot,Calidris canutus,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,,,avibase-B5CE8FAD
593,1,subspecies,164,u164a,New Siberian Islands Red Knot,Calidris canutus piersmai,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Vulnerable,,avibase-50562C39
594,1,subspecies,164,u164b,North-eastern Siberian Red Knot,Calidris canutus rogersi,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Vulnerable,,avibase-0A12AF1E
595,1,species,934,u934,Ruff,Calidris pugnax,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,Least Concern,,avibase-2DABF98F
596,,species,167,167,Broad-billed Sandpiper,Calidris falcinellus,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,,,avibase-0A14882F
597,1,subspecies,167,u167,Eastern Siberian Broad-billed Sandpiper,Calidris falcinellus sibirica,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Least Concern,,avibase-B4E0E9B1
598,1,species,163,u163,Sharp-tailed Sandpiper,Calidris acuminata,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Vulnerable,,avibase-A0A67A81
599,1,species,827,u827,Stilt Sandpiper,Calidris himantopus,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-ECDE73F2
600,1,species,161,u161,Curlew Sandpiper,Calidris ferruginea,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Endangered,,avibase-143A681C
601,1,species,9706,u9706,Temminck's Stint,Calidris temminckii,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,
602,1,species,965,u965,Long-toed Stint,Calidris subminuta,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Least Concern,,avibase-7D629288
603,1,species,162,u162,Red-necked Stint,Calidris ruficollis,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Near Threatened,,avibase-BBDF2F1B
604,,species,166,166,Sanderling,Calidris alba,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,,,avibase-06B9BD24
605,1,subspecies,166,u166,Eastern Sanderling,Calidris alba alba,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Least Concern,,avibase-2191BD0F
606,,species,888,888,Dunlin,Calidris alpina,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-15369E8E
607,1,subspecies,888,u888,Dunlin (ssp),Calidris alpina ssp,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,
608,1,species,890,u890,Baird's Sandpiper,Calidris bairdii,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-1F1AD154
609,1,species,857,u857,Little Stint,Calidris minuta,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-9936FF4A
610,1,species,849,u849,White-rumped Sandpiper,Calidris fuscicollis,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-153BA306
611,1,species,887,u887,Buff-breasted Sandpiper,Calidris subruficollis,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-3A3C62BC
612,1,species,978,u978,Pectoral Sandpiper,Calidris melanotos,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Least Concern,,avibase-ACC99F35
613,1,species,939,u939,Asian Dowitcher,Limnodromus semipalmatus,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Vulnerable,,avibase-B7E68EC8
614,,species,764,764,Short-billed Dowitcher,Limnodromus griseus,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-4A3B2CFF
615,1,subspecies,764,u764,Short-billed Dowitcher (ssp),Limnodromus griseus ssp,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,
616,1,species,9708,u9708,Long-billed Dowitcher,Limnodromus scolopaceus,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,
617,1,species,168,u168,Latham's Snipe,Gallinago hardwickii,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Vulnerable,,avibase-C9B4E3D5
618,1,species,852,u852,Pintail Snipe,Gallinago stenura,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Least Concern,,avibase-EE61E2CA
619,1,species,169,u169,Swinhoe's Snipe,Gallinago megala,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Least Concern,,avibase-9E66B47A
620,1,species,886,u886,Wilson's Phalarope,Steganopus tricolor,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-667C6969
621,1,species,932,u932,Red-necked Phalarope,Phalaropus lobatus,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Least Concern,,avibase-E6F3BA54
622,1,species,835,u835,Red Phalarope,Phalaropus fulicarius,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,
623,1,species,160,u160,Terek Sandpiper,Xenus cinereus,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Vulnerable,,avibase-6D5992EE
624,1,species,157,u157,Common Sandpiper,Actitis hypoleucos,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Least Concern,,avibase-8548B07E
625,1,species,832,u832,Green Sandpiper,Tringa ochropus,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-A7B17EFC
626,1,species,155,u155,Grey-tailed Tattler,Tringa brevipes,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Least Concern,,avibase-29256A38
627,1,species,156,u156,Wandering Tattler,Tringa incana,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Least Concern,,avibase-13854B6E
628,1,species,809,u809,Lesser Yellowlegs,Tringa flavipes,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-2C7A2673
629,1,species,820,u820,Spotted Redshank,Tringa erythropus,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-0895DD84
630,1,species,158,u158,Common Greenshank,Tringa nebularia,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Vulnerable,,avibase-18B415D2
631,,species,891,891,Common Redshank,Tringa totanus,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-D6BFC73A
632,1,subspecies,891,u891,Common Redshank (ssp),Tringa totanus ssp,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,Least Concern,,
633,1,species,154,u154,Wood Sandpiper,Tringa glareola,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Least Concern,,avibase-8E67DC5F
634,1,species,159,u159,Marsh Sandpiper,Tringa stagnatilis,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Non-breeding,Least Concern,,avibase-15CF9352
635,1,species,850,u850,Nordmann's Greenshank,Tringa guttifer,"Snipe, Sandpipers, Godwits, Curlew, Stints and Phalaropes",Scolopacidae,Charadriiformes,Vagrant,,,avibase-C7E9D357
636,,species,13,13,Red-backed Button-quail,Turnix maculosus,Button-quail,Turnicidae,Charadriiformes,Australian,,,avibase-32878BDD
637,1,subspecies,13,u13,Australian Red-backed Button-quail,Turnix maculosus melanotus,Button-quail,Turnicidae,Charadriiformes,Australian,Least Concern,,avibase-1AF25F4D
638,1,species,17,u17,Black-breasted Button-quail,Turnix melanogaster,Button-quail,Turnicidae,Charadriiformes,Endemic,Vulnerable,,avibase-DE127941
639,,species,14,14,Painted Button-quail,Turnix varius,Button-quail,Turnicidae,Charadriiformes,Australian,,,avibase-AC18D7C4
640,1,subspecies,14,u14b,Houtman Abrolhos Painted Button-quail,Turnix varius scintillans,Button-quail,Turnicidae,Charadriiformes,Endemic,Endangered,,avibase-95D3DB9A
641,1,subspecies,14,u14a,Australian Painted Button-quail,Turnix varius varius,Button-quail,Turnicidae,Charadriiformes,Endemic,Least Concern,,avibase-1484B96A
642,1,species,16,u16,Buff-breasted Button-quail,Turnix olivii,Button-quail,Turnicidae,Charadriiformes,Endemic,Critically Endangered,,avibase-0D9258BF
643,1,species,15,u15,Chestnut-backed Button-quail,Turnix castanotus,Button-quail,Turnicidae,Charadriiformes,Endemic,Least Concern,,avibase-46184F93
644,1,species,19,u19,Red-chested Button-quail,Turnix pyrrhothorax,Button-quail,Turnicidae,Charadriiformes,Endemic,Least Concern,,avibase-E58A7C97
645,1,species,18,u18,Little Button-quail,Turnix velox,Button-quail,Turnicidae,Charadriiformes,Endemic,Least Concern,,avibase-640EA208
646,1,species,173,u173,Australian Pratincole,Stiltia isabella,Pratincoles,Glareolidae,Charadriiformes,Australian,Least Concern,,avibase-5B08743F
647,,species,5122,5122,Collared Pratincole,Glareola pratincola,Pratincoles,Glareolidae,Charadriiformes,Vagrant,,,
648,1,subspecies,5122,u5122,European Collared Pratincole,Glareola pratincola pratincola,Pratincoles,Glareolidae,Charadriiformes,Vagrant,,,
649,1,species,172,u172,Oriental Pratincole,Glareola maldivarum,Pratincoles,Glareolidae,Charadriiformes,Non-breeding,Least Concern,,avibase-3222F80F
650,,species,122,122,Brown Noddy,Anous stolidus,"Gulls, Terns and Noddies",Laridae,Charadriiformes,Australian,,,avibase-A070171E
651,1,subspecies,122,u122,Indo-Pacific Brown Noddy,Anous stolidus pileatus,"Gulls, Terns and Noddies",Laridae,Charadriiformes,Australian,Least Concern,,avibase-FD232DC3
652,,species,123,123,Lesser Noddy,Anous tenuirostris,"Gulls, Terns and Noddies",Laridae,Charadriiformes,Australian,,,avibase-03F9EB15
653,1,subspecies,123,u123,Houtman Abrolhos Lesser Noddy,Anous tenuirostris melanops,"Gulls, Terns and Noddies",Laridae,Charadriiformes,Endemic (breeding only),Vulnerable,,avibase-44E2F275
654,,species,124,124,Black Noddy,Anous minutus,"Gulls, Terns and Noddies",Laridae,Charadriiformes,Australian,,,avibase-C67DCF31
655,1,subspecies,124,u124,Indo-Pacific Black Noddy,Anous minutus minutus,"Gulls, Terns and Noddies",Laridae,Charadriiformes,Australian,Least Concern,,avibase-2B386C82
656,,species,982,982,Grey Noddy,Anous albivittus,"Gulls, Terns and Noddies",Laridae,Charadriiformes,Australian,,,
657,1,subspecies,982,u982,Tasman Grey Noddy,Anous albivittus albivittus,"Gulls, Terns and Noddies",Laridae,Charadriiformes,Australian,Least Concern,,
658,,species,972,972,White Tern,Gygis alba,"Gulls, Terns and Noddies",Laridae,Charadriiformes,Australian,,,avibase-78D0F675
659,1,subspecies,972,u972,Indo-Pacific White Tern,Gygis alba candida,"Gulls, Terns and Noddies",Laridae,Charadriiformes,Australian,Least Concern,,avibase-4AF5F3C4
660,,species,783,783,Sabine's Gull,Xema sabini,"Gulls, Terns and Noddies",Laridae,Charadriiformes,Vagrant,,,avibase-86182656
661,1,subspecies,783,u783,Sabine's Gull (ssp),Xema sabini ssp,"Gulls, Terns and Noddies",Laridae,Charadriiformes,Vagrant,,,
