scientificName,Common Name,sourceStatus,status
Platychorda rivalis,,P1,Priority 1: Poorly-known species
Platysace ramosissima,,P3,Priority 3: Poorly-known species
Platysace saxatilis,,P2,Priority 2: Poorly-known species
Platysace sp. Kalbarri (D. & B. Bellairs 1383),,P2,Priority 2: Poorly-known species
Platysace sp. Stirling (J.M. Fox 88/262),,P4,"Priority 4: Rare, Near Threatened"
Platytheca anasima,,P2,Priority 2: Poorly-known species
Platytheca sp. Sabina (G.J. & B.J. Keighery 295),,P2,Priority 2: Poorly-known species
Pleurophascum occidentale,,P4,"Priority 4: Rare, Near Threatened"
Poa billardierei,,P3,Priority 3: Poorly-known species
Podotheca pritzelii,,P3,Priority 3: Poorly-known species
Podotheca uniseta,,P3,Priority 3: Poorly-known species
Polianthion biloculare,Tutanning Pomaderris,P4,"Priority 4: Rare, Near Threatened"
Polianthion collinum,,P3,Priority 3: Poorly-known species
Polycarpaea umbrosa,Cave Polycarpaea,P1,Priority 1: Poorly-known species
Polygala crassitesta,,P1,Priority 1: Poorly-known species
Polygala parviloba,,P4,"Priority 4: Rare, Near Threatened"
Polymeria distigma,,P3,Priority 3: Poorly-known species
Polymeria sp. Broome (K.F. Kenneally 9759),,P3,Priority 3: Poorly-known species
Pomaderris grandis,Large Pomaderris,P4,"Priority 4: Rare, Near Threatened"
Pomaderris paniculosa subsp. paralia,,P2,Priority 2: Poorly-known species
Poranthera asybosca,Cerebriform-seeded Poranthera,P1,Priority 1: Poorly-known species
Poranthera coerulea,,P1,Priority 1: Poorly-known species
Poranthera dissecta,,P2,Priority 2: Poorly-known species
Poranthera moorokatta,,P2,Priority 2: Poorly-known species
Portulaca sp. Berkeley River (M.D. Barrett MDB 4766),,P1,Priority 1: Poorly-known species
Portulaca sp. finely echinate (D.G. Tulloch 41),,P1,Priority 1: Poorly-known species
Portulaca sp. Kununurra (M.D. Barrett MDB 5981),,P1,Priority 1: Poorly-known species
Portulaca sp. Theda Station (R.L. Barrett & M.D. Barrett RLB 3285),,P3,Priority 3: Poorly-known species
Potamogeton octandrus,,P1,Priority 1: Poorly-known species
Prasophyllum paulinae,Pauline's Laughing Leek Orchid,P1,Priority 1: Poorly-known species
Proiphys alba,,P1,Priority 1: Poorly-known species
Proiphys kimberleyensis,Kimberley Proiphys,P1,Priority 1: Poorly-known species
Prostanthera carrickiana,Carrick's Mintbush,P4,"Priority 4: Rare, Near Threatened"
Prostanthera centralis,,P3,Priority 3: Poorly-known species
Prostanthera ferricola,,P3,Priority 3: Poorly-known species
Prostanthera nanophylla,,P3,Priority 3: Poorly-known species
Prostanthera pedicellata,,P1,Priority 1: Poorly-known species
Prostanthera petrophila,,P3,Priority 3: Poorly-known species
Prostanthera scutata,,P2,Priority 2: Poorly-known species
Prostanthera sp. Karara (D. Coultas & K. Greenacre Opp 8),,P1,Priority 1: Poorly-known species
Prostanthera splendens,,P1,Priority 1: Poorly-known species
Prostanthera tysoniana,,P3,Priority 3: Poorly-known species
Prostanthera verticillaris,,P1,Priority 1: Poorly-known species
Psammomoya ephedroides,,P3,Priority 3: Poorly-known species
Psammomoya grandiflora,,P2,Priority 2: Poorly-known species
Psammomoya implexa,,P3,Priority 3: Poorly-known species
Pterocaulon globuliflorum,,P2,Priority 2: Poorly-known species
Pterocaulon xenicum,,P3,Priority 3: Poorly-known species
Pterostylis echinulata,,P3,Priority 3: Poorly-known species
Pterostylis elegantissima,,P1,Priority 1: Poorly-known species
Pterostylis faceta,,P3,Priority 3: Poorly-known species
Pterostylis frenchii,,P2,Priority 2: Poorly-known species
Pterostylis fuliginosa,,P2,Priority 2: Poorly-known species
Pterostylis hadra,,P1,Priority 1: Poorly-known species
Pterostylis heberlei,,P2,Priority 2: Poorly-known species
Pterostylis macrocalymma,,P1,Priority 1: Poorly-known species
Pterostylis neopolyphylla,,P2,Priority 2: Poorly-known species
Pterostylis saxum,,P2,Priority 2: Poorly-known species
Pterostylis segregata,Shy Frog Orchid,P1,Priority 1: Poorly-known species
Pterostylis sinuata,"Northampton Midget Greenhood, Western Swan Greenhood",CR,Critically Endangered
Pterostylis tylosa,,P2,Priority 2: Poorly-known species
Pterostylis virens,,P3,Priority 3: Poorly-known species
Pterostylis xerampelina,,P1,Priority 1: Poorly-known species
Pterostylis zebrina,,P2,Priority 2: Poorly-known species
Ptilotus actinocladus,,P1,Priority 1: Poorly-known species
Ptilotus alexandri,,P2,Priority 2: Poorly-known species
Ptilotus andersonii,,P1,Priority 1: Poorly-known species
Ptilotus beardii,Low Mulla Mulla,P3,Priority 3: Poorly-known species
Ptilotus blackii,,P3,Priority 3: Poorly-known species
Ptilotus caespitulosus,Salt Lake Mulla-Mulla,EX,Extinct
Ptilotus chortophytus,,P1,Priority 1: Poorly-known species
Ptilotus chrysocomus,,P1,Priority 1: Poorly-known species
Ptilotus clivicola,,P2,Priority 2: Poorly-known species
Ptilotus crinitus,,P1,Priority 1: Poorly-known species
Ptilotus crispus,,P1,Priority 1: Poorly-known species
Ptilotus crosslandii,,P3,Priority 3: Poorly-known species
Ptilotus daphneae,,P1,Priority 1: Poorly-known species
Ptilotus falcatus,,P1,Priority 1: Poorly-known species
Ptilotus fasciculatus,,P4,"Priority 4: Rare, Near Threatened"
Ptilotus lazaridis,,P3,Priority 3: Poorly-known species
Ptilotus luteolus,,P3,Priority 3: Poorly-known species
Ptilotus marduguru,,P2,Priority 2: Poorly-known species
Ptilotus mitchellii,,P1,Priority 1: Poorly-known species
Ptilotus mollis,,P4,"Priority 4: Rare, Near Threatened"
Ptilotus procumbens,,P1,Priority 1: Poorly-known species
Ptilotus pyramidatus,Pyramid Mullamulla,CR,Critically Endangered
Ptilotus rigidus,,P1,Priority 1: Poorly-known species
Ptilotus royceanus,,P1,Priority 1: Poorly-known species
Ptilotus seminudus,,P3,Priority 3: Poorly-known species
Ptilotus sericostachyus subsp. roseus,,P1,Priority 1: Poorly-known species
Ptilotus sp. Cue (P. Armstrong PA 16/362),,P1,Priority 1: Poorly-known species
Ptilotus sp. Kalgoorlie (J. Jackson & B. Moyle 260),,P1,Priority 1: Poorly-known species
Ptilotus sp. Kookynie (J. Jackson & B. Moyle 261),,P1,Priority 1: Poorly-known species
Ptilotus subspinescens,,P3,Priority 3: Poorly-known species
Ptilotus tetrandrus,,P1,Priority 1: Poorly-known species
Ptilotus trichocephalus,,P4,"Priority 4: Rare, Near Threatened"
Ptilotus unguiculatus,,P1,Priority 1: Poorly-known species
Ptilotus wilsonii,,P1,Priority 1: Poorly-known species
Ptilotus yapukaratja,,P1,Priority 1: Poorly-known species
Ptychosema pusillum,Dwarf Pea,VU,Vulnerable
Puccinellia vassica,,P1,Priority 1: Poorly-known species
Puffinus huttoni,Hutton's shearwater,EN,Endangered
Pultenaea adunca,,P3,Priority 3: Poorly-known species
Pultenaea brachyphylla,,P2,Priority 2: Poorly-known species
Pultenaea calycina subsp. calycina,,P3,Priority 3: Poorly-known species
Pultenaea calycina subsp. proxena,,P4,"Priority 4: Rare, Near Threatened"
Pultenaea craigiana,,P3,Priority 3: Poorly-known species
Pultenaea daena,,P3,Priority 3: Poorly-known species
Pultenaea indira subsp. monstrosita,,P3,Priority 3: Poorly-known species
Pultenaea indira subsp. pudoides,,P2,Priority 2: Poorly-known species
Pultenaea pauciflora,Narrogin Pea,VU,Vulnerable
Pultenaea pinifolia,,P3,Priority 3: Poorly-known species
Pultenaea skinneri,Skinner's Pea,P4,"Priority 4: Rare, Near Threatened"
Pultenaea sp. Mt Lesueur (J.S. Beard 7827),,P2,Priority 2: Poorly-known species
Pultenaea vestita,,P3,Priority 3: Poorly-known species
Quoya zonalis,,EN,Endangered
Reedia spathacea,Reedia,EN,Endangered
Regelia cymbifolia,,P4,"Priority 4: Rare, Near Threatened"
Regelia megacephala,,P4,"Priority 4: Rare, Near Threatened"
Rhacocarpus rehmannianus var. webbianus,,CR,Critically Endangered
Rhodanthe ascendens,,P1,Priority 1: Poorly-known species
Chorilaena rudis subsp. linearis,,P4,"Priority 4: Rare, Near Threatened"
Rhadinothamnus rudis subsp. linearis,,P4,"Priority 4: Rare, Near Threatened"
Rhagodia acicularis,Wongan Rhagodia,VU,Vulnerable
Rhagodia sp. Hamersley (M. Trudgen 17794),,P3,Priority 3: Poorly-known species
Rhamphicarpa australiensis,,P3,Priority 3: Poorly-known species
Rhetinocarpha suffruticosa,Shrubby Myriocephalus,P1,Priority 1: Poorly-known species
Rhizanthella gardneri,Underground Orchid,CR,Critically Endangered
Rhizanthella johnstonii,South Coast Underground Orchid,CR,Critically Endangered
Rhodanthe ascendens,,P1,Priority 1: Poorly-known species
Rhodanthe chlorocephala subsp. chlorocephala,,P1,Priority 1: Poorly-known species
Rhodanthe collina,,P3,Priority 3: Poorly-known species
Rhodanthe frenchii,,P2,Priority 2: Poorly-known species
Rhodanthe fuscescens,,P1,Priority 1: Poorly-known species
Rhodanthe oppositifolia subsp. ornata,,P2,Priority 2: Poorly-known species
Rhodanthe sp. Overlander (P.S. Short 2096),,P1,Priority 1: Poorly-known species
"Rhodanthe sp. Yuna (G.J. Keighery, B.J. Keighery & B. Moyle 2820)",,P3,Priority 3: Poorly-known species
Rhodanthe sphaerocephala,,P1,Priority 1: Poorly-known species
Rhodanthe uniflora,,P1,Priority 1: Poorly-known species
Rhynchosia bungarensis,,P4,"Priority 4: Rare, Near Threatened"
Rhynchosia rostrata,,P1,Priority 1: Poorly-known species
Rhynchospora brownii,,P3,Priority 3: Poorly-known species
Rhynchospora gracillima,,P1,Priority 1: Poorly-known species
Rhynchospora rubra,,P3,Priority 3: Poorly-known species
Ricinocarpos brevis,,EN,Endangered
Ricinocarpos digynus,,P1,Priority 1: Poorly-known species
Ricinocarpos marginatus,,P2,Priority 2: Poorly-known species
Ricinocarpos oliganthus,,P1,Priority 1: Poorly-known species
Ricinocarpos pilifer,,P2,Priority 2: Poorly-known species
Ricinocarpos trichophorus,Barrens Wedding Bush,VU,Vulnerable
Ricinocarpos trichophyllus,,P1,Priority 1: Poorly-known species
Ricinocarpos tuberculatus,,P2,Priority 2: Poorly-known species
Rinodina bischoffii,,P2,Priority 2: Poorly-known species
Rinzia affinis,Two-flowered Rinzia,P4,"Priority 4: Rare, Near Threatened"
Rinzia fimbriolata,Wheatbelt Rinzia,P1,Priority 1: Poorly-known species
Rinzia longifolia,Creeping Rinzia,P3,Priority 3: Poorly-known species
Rinzia medifila,Parker Range Rinzia,P1,Priority 1: Poorly-known species
Rinzia rubra,Red-based Rinzia,P2,Priority 2: Poorly-known species
Rinzia torquata,Necklace Rinzia,P3,Priority 3: Poorly-known species
Rinzia triplex,Triad Rinzia,P3,Priority 3: Poorly-known species
Roebuckiella halophila,,P3,Priority 3: Poorly-known species
Rorippa cygnorum,,P2,Priority 2: Poorly-known species
Rorippa eustylis,,P1,Priority 1: Poorly-known species
Rorippa sp. Fortescue Valley (M.N. Lyons & R.A. Coppen FV 0760),,P1,Priority 1: Poorly-known species
Rostellularia adscendens var. latifolia,,P3,Priority 3: Poorly-known species
Rotala tripartita,,P1,Priority 1: Poorly-known species
Rothia indica subsp. australis,,P3,Priority 3: Poorly-known species
Roycea pycnophylloides,Saltmat,VU,Vulnerable
Ruellia sp. A Kimberley Flora (K.F. Kenneally 9007),,P2,Priority 2: Poorly-known species
Rumex crystallinus,Shiny Dock,P2,Priority 2: Poorly-known species
Rumex drummondii,,P4,"Priority 4: Rare, Near Threatened"
Rumicastrum chamaecladum,Hidden Parakeelya,P2,Priority 2: Poorly-known species
Rytidosperma racemosum var. racemosum,,P2,Priority 2: Poorly-known species
Salacia chinensis,,P1,Priority 1: Poorly-known species
Salicornia globosa,,P3,Priority 3: Poorly-known species
Samolus sp. Fortescue Marsh (A. Markey & R. Coppen FM 9702),,P1,Priority 1: Poorly-known species
Sarcozona bicarinata,,P3,Priority 3: Poorly-known species
Sauropus sp. Woolgorong (M. Officer s.n. 10/8/94),,P3,Priority 3: Poorly-known species
Scaevola archeriana,,P1,Priority 1: Poorly-known species
Scaevola ballajupensis,,P1,Priority 1: Poorly-known species
Scaevola brookeana,,P2,Priority 2: Poorly-known species
Scaevola chrysopogon,,P2,Priority 2: Poorly-known species
Scaevola eneabba,,P2,Priority 2: Poorly-known species
Scaevola globosa,,P3,Priority 3: Poorly-known species
Scaevola kallophylla,,P4,"Priority 4: Rare, Near Threatened"
Scaevola macrophylla,Largeflowered Scaevola,CR,Critically Endangered
Scaevola oldfieldii,,P3,Priority 3: Poorly-known species
Scaevola paludosa,,P2,Priority 2: Poorly-known species
Scaevola sp. Cockburn Range (G.W. Carr 3369 & A.C. Beauglehole 47147),,P1,Priority 1: Poorly-known species
Scaevola sp. Golden hairs (D. & B. Bellairs 1450 A),,P1,Priority 1: Poorly-known species
Scaevola sp. Hamersley Range basalts (S. van Leeuwen 3675),,P2,Priority 2: Poorly-known species
Scaevola sp. Isabella Range (R.D. Royce 1918),,P1,Priority 1: Poorly-known species
Scaevola sp. Mt Ragged (M. Goods GG 004),,P2,Priority 2: Poorly-known species
Scaevola tortuosa,Tortuous-stem Scaevola,P1,Priority 1: Poorly-known species
Scaevola xanthina,,P2,Priority 2: Poorly-known species
Schizaea dichotoma,,P3,Priority 3: Poorly-known species
Schizaea rupestris,,P2,Priority 2: Poorly-known species
Schoenia filifolia subsp. arenicola,,P1,Priority 1: Poorly-known species
Schoenia filifolia subsp. subulifolia,Showy Everlasting,EN,Endangered
Schoenoplectiella humillima,,P2,Priority 2: Poorly-known species
Schoenus badius,,P2,Priority 2: Poorly-known species
Schoenus benthamii,,P3,Priority 3: Poorly-known species
Schoenus capillifolius,,P3,Priority 3: Poorly-known species
Schoenus centralis,,P1,Priority 1: Poorly-known species
Schoenus coultasii,,P1,Priority 1: Poorly-known species
Schoenus fluitans,,P2,Priority 2: Poorly-known species
Schoenus griffinianus,,P4,"Priority 4: Rare, Near Threatened"
Schoenus indutus,,P1,Priority 1: Poorly-known species
Schoenus loliaceus,,P2,Priority 2: Poorly-known species
Schoenus natans,Floating Bog-rush,P4,"Priority 4: Rare, Near Threatened"
Schoenus pennisetis,,P3,Priority 3: Poorly-known species
Schoenus punctatus,,P3,Priority 3: Poorly-known species
Schoenus sp. Beaufort (G.J. Keighery 6291),,P1,Priority 1: Poorly-known species
Schoenus sp. Bullsbrook (J.J. Alford 915),,P2,Priority 2: Poorly-known species
Schoenus sp. Eneabba (F. Obbens & C. Godden I154),,P2,Priority 2: Poorly-known species
Schoenus sp. Grassy (E. Gude & J. Harvey 250),,P2,Priority 2: Poorly-known species
Schoenus sp. Grey Rhizome (K.L. Wilson 2922),,P1,Priority 1: Poorly-known species
Schoenus sp. Jindong (R.D. Royce 2485),,P1,Priority 1: Poorly-known species
Schoenus sp. Kalbarri (K.R. Newbey 9352),,P2,Priority 2: Poorly-known species
Schoenus sp. Mt Barker (G.J. Keighery 9679),,P1,Priority 1: Poorly-known species
Schoenus sp. Stirling (G.J. Keighery 3427),,P2,Priority 2: Poorly-known species
Schoenus sp. Toodyay (G.J. Keighery & N. Gibson 2918),,P1,Priority 1: Poorly-known species
Schoenus sp. Waroona (G.J. Keighery 12235),,P3,Priority 3: Poorly-known species
Schoenus thedae,Kimberley Pavement Sedge,P1,Priority 1: Poorly-known species
Scholtzia bellairsiorum,,P3,Priority 3: Poorly-known species
Scholtzia brevistylis subsp. brevistylis,,P1,Priority 1: Poorly-known species
Scholtzia brevistylis subsp. prowaka,,P2,Priority 2: Poorly-known species
Scholtzia calcicola,Tiny-flowered Scholtzia,P2,Priority 2: Poorly-known species
Scholtzia cordata,Heart-leaved Scholtzia,P2,Priority 2: Poorly-known species
Scholtzia corrugata,,P2,Priority 2: Poorly-known species
Scholtzia eatoniana,,P1,Priority 1: Poorly-known species
Scholtzia halophila subsp. meridionalis,,P2,Priority 2: Poorly-known species
Scholtzia halophila subsp. mortlockensis,,P3,Priority 3: Poorly-known species
Scholtzia inaequalis,,P2,Priority 2: Poorly-known species
Scholtzia kalbarri,,P2,Priority 2: Poorly-known species
Scholtzia laciniata,Ragged-leaved Scholtzia,P2,Priority 2: Poorly-known species
Scholtzia longipedata subsp. procera,,P3,Priority 3: Poorly-known species
Scholtzia multiflora,,P1,Priority 1: Poorly-known species
Scholtzia oleosa,,P3,Priority 3: Poorly-known species
Scholtzia peltigera,,P1,Priority 1: Poorly-known species
Scholtzia prostrata,Creeping Scholtzia,P3,Priority 3: Poorly-known species
Scholtzia quindecim,Gunyidi Scholtzia,P2,Priority 2: Poorly-known species
Scholtzia recurva,,P1,Priority 1: Poorly-known species
Scholtzia sp. Bickley (W.H. Loaring s.n. PERTH 06165184),,EX,Extinct
Scholtzia sp. Folly Hill (M.E. Trudgen 12097),,P2,Priority 2: Poorly-known species
Scholtzia sp. Geraldton (F. Lullfitz L 3216),,P3,Priority 3: Poorly-known species
Scholtzia sp. Nolba (E. Place s.n. Jan. 1964),,P1,Priority 1: Poorly-known species
Scholtzia sp. Whelarra (M.E. Trudgen 12018),,P1,Priority 1: Poorly-known species
Scholtzia subsessilis,Billeranga Scholtzia,P1,Priority 1: Poorly-known species
Scholtzia tenuissima,Delicate Scholtzia,P2,Priority 2: Poorly-known species
Scholtzia thinicola,Dune Scholtzia,P1,Priority 1: Poorly-known species
Scholtzia truncata,,P2,Priority 2: Poorly-known species
Scholtzia uniflora,,P2,Priority 2: Poorly-known species
Scleria annularis,,P1,Priority 1: Poorly-known species
Scleria levis,,P1,Priority 1: Poorly-known species
Scleria poiformis,,P2,Priority 2: Poorly-known species
Scleria polycarpa,,P1,Priority 1: Poorly-known species
Scleria psilorrhiza,,P1,Priority 1: Poorly-known species
Scleria sp. B Kimberley Flora (C.R. Dunlop 5409),,P1,Priority 1: Poorly-known species
Diplacrum blakei,,P1,Priority 1: Poorly-known species
Scleria sp. C Kimberley Flora (K.F. Kenneally 4873),,P1,Priority 1: Poorly-known species
Sclerolaena sp. Koolanooka Hills (R. Meissner & Y. Caruso 437),,P1,Priority 1: Poorly-known species
Sclerolaena stylosa,,P1,Priority 1: Poorly-known species
Scleroschoenus glabrispiculus,,P3,Priority 3: Poorly-known species
Scleroschoenus quadricostatus,,P1,Priority 1: Poorly-known species
Scleroschoenus ramosus,,P3,Priority 3: Poorly-known species
Scyphiphora hydrophylacea,Yamstick Mangrove,P3,Priority 3: Poorly-known species
Selaginella pygmaea,,P2,Priority 2: Poorly-known species
Senecio gilbertii,,P1,Priority 1: Poorly-known species
Senecio leucoglossus,,P4,"Priority 4: Rare, Near Threatened"
Senecio microbasis,,P1,Priority 1: Poorly-known species
Senecio oldfieldii,,P2,Priority 2: Poorly-known species
Senecio pinnatifolius var. leucocarpus,,P2,Priority 2: Poorly-known species
Senecio serratiformis subsp. serratiformis,,P1,Priority 1: Poorly-known species
Senna artemisioides subsp. alicia,,P3,Priority 3: Poorly-known species
