"Supplied Name","guid","scientificName","family","kingdom","scientificNameAuthorship","kingdom","class","family","status","statusDescription","significant","endemicity","taxonID","vernacular name","countryStatus","countryStatusDescription"
"Habenaria harroldii","https://id.biodiversity.org.au/name/apni/178884","Habenaria harroldii","Orchidaceae",,"D.L.Jones","Plantae","Equisetopsida","Orchidaceae","E","Endangered wildlife","Y","Queensland endemic","19331",,,
"Crepidomanes aphlebioides","https://id.biodiversity.org.au/node/apni/7404140","Crepidomanes aphleboides","Hymenophyllaceae",,"(Christ) I.M.Turner","Plantae","Equisetopsida","Hymenophyllaceae","E","Endangered wildlife","Y","Naturally occurs in Queensland and overseas","21854",,,
"Cycas cupida","https://id.biodiversity.org.au/node/apni/2892784","Cycas cupida","Cycadaceae",,"P.I.Forst.","Plantae","Equisetopsida","Cycadaceae","V","Vulnerable wildlife","Y","Queensland endemic","27451",,,
"Phlegmariurus ledermannii",,,,,"(Herter) A.R.Field & Bostock","Plantae","Equisetopsida","Lycopodiaceae","C","Least concern wildlife","N","Queensland endemic","40992",,,
"Hydnophytum moseleyanum var. moseleyanum","https://id.biodiversity.org.au/node/apni/2896519","Hydnophytum moseleyanum var. moseleyanum","Rubiaceae",,"Becc.","Plantae","Equisetopsida","Rubiaceae","C","Least concern wildlife","N","Naturally occurs in Queensland and overseas","7991",,,
"Cycas brunnea","https://id.biodiversity.org.au/node/apni/2886895","Cycas brunnea","Cycadaceae",,"K.D.Hill","Plantae","Equisetopsida","Cycadaceae","V","Vulnerable wildlife","Y","Queensland endemic","8338",,,
"Arthrochilus byrnesii","https://id.biodiversity.org.au/name/apni/102156","Arthrochilus byrnesii","Orchidaceae",,"Blaxell","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","41413",,,
"Caleana minor","https://id.biodiversity.org.au/name/apni/94877","Caleana minor","Orchidaceae",,"R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","8206","small duck orchid",,
"Dendrobium phalaenopsis var. compactum","https://id.biodiversity.org.au/node/apni/2904190","Vappodes lithocola","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife",,"XU","40365",,,
"Dendrobium bifalce","https://id.biodiversity.org.au/name/apni/84939","Dendrobium bifalce","Orchidaceae",,"Lindl.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Naturally occurs in Queensland and overseas","13284",,,
"Phlegmariurus proliferus","ALA_Phlegmariurus_proliferus","Phlegmariurus proliferus",,,"(Blume) A.R.Field & Bostock","Plantae","Equisetopsida","Lycopodiaceae","C","Least concern wildlife",,"XU","40557",,,
"Corybas aconitiflorus","https://id.biodiversity.org.au/name/apni/171781","Corybas aconitiflorus","Orchidaceae",,"Salisb.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","14727",,,
"Calanthe triplicata","https://id.biodiversity.org.au/name/apni/94317","Calanthe triplicata","Orchidaceae",,"(Willemet) Ames","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Naturally occurs in Australia and overseas","14760","christmas orchid",,
"Taeniophyllum triquetroradix","https://id.biodiversity.org.au/taxon/apni/51291025","Taeniophyllum triquetroradix","Orchidaceae",,"B.Gray","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","35918",,,
"Corybas cerasinus","https://id.biodiversity.org.au/name/apni/180395","Corybas cerasinus","Orchidaceae",,"D.L.Jones & B.Gray","Plantae","Equisetopsida","Orchidaceae","NT","Near threatened wildlife","Y","Queensland endemic","26539",,,
"Hoplocephalus stephensii","urn:lsid:biodiversity.org.au:afd.taxon:807cfb97-9586-453a-911d-d7eee093cf17","Hoplocephalus stephensii","Elapidae",,"Krefft, 1869","Animalia","Reptilia","Elapidae","C","Least concern wildlife","N","Australian endemic","481","Stephens' banded snake",,
"Pomatocalpa","https://id.biodiversity.org.au/node/apni/2888839","Pomatocalpa","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","XU","21333",,,
"Emydura macquarii emmotti","urn:lsid:biodiversity.org.au:afd.taxon:d4631294-b771-45c1-85fd-ad65ebce8428","Emydura macquarii emmotti","Chelidae",,"Cann, McCord & Joseph-Ouni, 2003","Animalia","Reptilia","Chelidae","C","Least concern wildlife","N","Australian endemic","27777","Emmott's short-neck turtle",,
"Taeniophyllum confertum","https://id.biodiversity.org.au/name/apni/65973","Taeniophyllum confertum","Orchidaceae",,"B.Gray & D.L.Jones","Plantae","Equisetopsida","Orchidaceae","NT","Near threatened wildlife","Y","Queensland endemic","8558",,,
"Dendrobium tetragonum","https://id.biodiversity.org.au/name/apni/86712","Dendrobium tetragonum","Orchidaceae",,"A.Cunn.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","12831","tree spider orchid",,
"Pterostylis erecta","https://id.biodiversity.org.au/name/apni/74562","Pterostylis erecta","Orchidaceae",,"T.E.Hunt","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","12693",,,
"Bulbophyllum radicans","https://id.biodiversity.org.au/name/apni/69703","Bulbophyllum radicans","Orchidaceae",,"F.M.Bailey","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","13482",,,
"Thelymitra x merraniae","https://id.biodiversity.org.au/name/apni/174706","Thelymitra x merraniae","Orchidaceae",,"Nicholls","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","29290",,,
"Pneumatopteris pennigera","https://id.biodiversity.org.au/node/apni/2899796","Pneumatopteris pennigera","Thelypteridaceae",,"(G.Forst.) Holttum","Plantae","Equisetopsida","Thelypteridaceae","E","Endangered wildlife","Y","Naturally occurs in Australia and overseas","11700","lime fern",,
"Calochilus therophilus","https://id.biodiversity.org.au/name/apni/155981","Calochilus therophilus","Orchidaceae",,"D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","36010",,,
"Hymenophyllum pallidum","https://id.biodiversity.org.au/node/apni/7409483","Hymenophyllum pallidum","Hymenophyllaceae",,"(Blume) Ebihara & K.Iwats.","Plantae","Equisetopsida","Hymenophyllaceae","NT","Near threatened wildlife","Y","Naturally occurs in Queensland and overseas","33348",,,
"Corybas barbarae","https://id.biodiversity.org.au/name/apni/81670","Corybas barbarae","Orchidaceae",,"D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","9265","helmet orchid",,
"Dendrobium smillieae","https://id.biodiversity.org.au/name/apni/86391","Dendrobium smillieae","Orchidaceae",,"F.Muell.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Naturally occurs in Queensland and overseas","12840",,,
"Diuris abbreviata","https://id.biodiversity.org.au/name/apni/78690","Diuris abbreviata","Orchidaceae",,"F.Muell. ex Benth.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","12793","lemon doubletail",,
"Epipogium","https://id.biodiversity.org.au/node/apni/2901907","Epipogium","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","XU","20684",,,
"Calochilus imperiosus","https://id.biodiversity.org.au/name/apni/189017","Calochilus imperiosus","Orchidaceae",,"D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","30809",,,
"Phyllurus isis","urn:lsid:biodiversity.org.au:afd.taxon:a3242881-0a51-4536-98fb-c0df8129c1da","Phyllurus isis","Carphodactylidae",,"Couper, Covaevich & Moritz, 1993","Animalia","Reptilia","Carphodactylidae","V","Vulnerable wildlife","Y","Queensland endemic","380","Mount Jukes broad-tailed gecko",,
"Habenaria praecox","https://id.biodiversity.org.au/name/apni/165303","Habenaria praecox","Orchidaceae",,"Lavarack & Dockrill","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","18422",,,
"Sticherus milnei","https://id.biodiversity.org.au/node/apni/2904586","Sticherus milnei","Gleicheniaceae",,"(Baker) Ching","Plantae","Equisetopsida","Gleicheniaceae","V","Vulnerable wildlife","Y","Naturally occurs in Queensland and overseas","12024",,,
"Cycas angulata","https://id.biodiversity.org.au/node/apni/2887837","Cycas angulata","Cycadaceae",,"R.Br.","Plantae","Equisetopsida","Cycadaceae","C","Least concern wildlife","N","Australian endemic","12076",,,
"Spiranthes","https://id.biodiversity.org.au/taxon/apni/51291018","Spiranthes","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","XU","21534",,,
"Euastacus maidae","urn:lsid:biodiversity.org.au:afd.taxon:dce26d8c-b9a0-4937-8fc1-538a0b07f740","Euastacus maidae","Parastacidae",,"(Riek, 1956)","Animalia",,"Parastacidae",,,"N","Queensland endemic","33595",,,
"Peristylus banfieldii","https://id.biodiversity.org.au/name/apni/92650","Peristylus banfieldii","Orchidaceae",,"(F.M.Bailey) Lavarack","Plantae","Equisetopsida","Orchidaceae","E","Endangered wildlife","Y","Queensland endemic","10469",,,
"Taeniophyllum clementsii","https://id.biodiversity.org.au/name/apni/246296","Taeniophyllum clementsii","Orchidaceae",,"(D.L.Jones & B.Gray) Kocyan & Schuit.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","36103",,,
"Cleisostoma keffordii","https://id.biodiversity.org.au/name/apni/71255","Cleisostoma keffordii","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife",,"XU","39930",,,
"Stipiturus malachurus","urn:lsid:biodiversity.org.au:afd.taxon:1f13c782-e388-48b4-916c-d1aa2c96af58","Stipiturus malachurus","Maluridae",,"(Shaw, 1798)","Animalia","Aves","Maluridae","V","Vulnerable wildlife","Y","Australian endemic","1549","southern emu-wren",,
"Cycas semota","https://id.biodiversity.org.au/node/apni/2921188","Cycas semota","Cycadaceae",,"K.D.Hill","Plantae","Equisetopsida","Cycadaceae","E","Endangered wildlife","Y","Queensland endemic","5936",,,
"Lepidozamia peroffskyana","https://id.biodiversity.org.au/node/apni/2897542","Lepidozamia peroffskyana","Zamiaceae",,"Regel","Plantae","Equisetopsida","Zamiaceae","C","Least concern wildlife","N","Australian endemic","12056","shining burrawang",,
"Cadetia taylori","https://id.biodiversity.org.au/name/apni/89529","Cadetia taylori","Orchidaceae",,"(F.Muell.) Schltr.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","17788",,,
"Dendrobium speciosum subsp. capricornicum","https://id.biodiversity.org.au/name/apni/248526","Dendrobium speciosum subsp. capricornicum","Orchidaceae",,"(Clemesha) D.P.Banks & Clemesha","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","9756",,,
"Habenaria anomala","https://id.biodiversity.org.au/name/apni/106025","Habenaria anomala","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","39919",,,
"Dendrobium tofftii","https://id.biodiversity.org.au/node/apni/2913587","Durabaculum nindii","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","39951",,,
"Taeniophyllum walkeri","https://id.biodiversity.org.au/name/apni/9849496","Taeniophyllum walkeri","Orchidaceae",,"B.Gray","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","41210",,,
"Bulbophyllum windsorense","https://id.biodiversity.org.au/name/apni/117205","Bulbophyllum windsorense","Orchidaceae",,"B.Gray & D.L.Jones","Plantae","Equisetopsida","Orchidaceae","V","Vulnerable wildlife","Y","Queensland endemic","9004",,,
"Antrophyum austroqueenslandicum","https://id.biodiversity.org.au/taxon/apni/51293661","Antrophyum austroqueenslandicum","Pteridaceae",,"D.L.Jones","Plantae","Equisetopsida","Pteridaceae","PE","Extinct in the wild wildlife","Y","Queensland endemic","2427",,"CE","Critically endangered"
"Octarrhena pusilla","https://id.biodiversity.org.au/name/apni/182004","Octarrhena pusilla","Orchidaceae",,"(F.M.Bailey) M.A.Clem. & D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","7920",,,
"Cycas xipholepis","https://id.biodiversity.org.au/node/apni/2911543","Cycas xipholepis","Cycadaceae",,"K.D.Hill","Plantae","Equisetopsida","Cycadaceae","C","Least concern wildlife","N","Queensland endemic","5781",,,
"Dienia montana","https://id.biodiversity.org.au/name/apni/177608","Dienia montana","Orchidaceae",,"(Sm.) M.A.Clem. & D.L.Jones","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","5765",,,
"Microtis parviflora","https://id.biodiversity.org.au/name/apni/74062","Microtis parviflora","Orchidaceae",,"R.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Naturally occurs in Australia and overseas","16629","slender onion orchid",,
"Asplenium normale","https://id.biodiversity.org.au/node/apni/2908896","Asplenium normale","Aspleniaceae",,"D.Don","Plantae","Equisetopsida","Aspleniaceae","V","Vulnerable wildlife","Y","Naturally occurs in Queensland and overseas","12111",,,
"Prasophyllum odoratum","https://id.biodiversity.org.au/name/apni/105679","Prasophyllum odoratum","Orchidaceae",,"R.S.Rogers","Plantae","Equisetopsida","Orchidaceae",,,"N","XU","8894","scented leek orchid",,
"Anthochaera phrygia","urn:lsid:biodiversity.org.au:afd.taxon:83225d29-264f-4236-9dda-32f7d60fb3af","Anthochaera (Xanthomyza) phrygia","Meliphagidae",,"(Shaw, 1794)","Animalia","Aves","Meliphagidae","CR","Critically endangered wildlife","Y","Australian endemic","1478","regent honeyeater","CE","Critically endangered"
"Dockrillia racemosa","https://id.biodiversity.org.au/name/apni/169907","Dockrillia racemosa","Orchidaceae",,"(Nicholls) Rauschert","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","5800","tableland pencil orchid",,
"Cyanicula caerulea","https://id.biodiversity.org.au/name/apni/170847","Cyanicula caerulea","Orchidaceae",,"(R.Br.) Hopper & A.P.Br.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","31824",,,
"Thelymitra media","https://id.biodiversity.org.au/name/apni/115902","Thelymitra media","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","XU","20037",,,
"Cycas cairnsiana","https://id.biodiversity.org.au/node/apni/2908796","Cycas cairnsiana","Cycadaceae",,"F.Muell.","Plantae","Equisetopsida","Cycadaceae","V","Vulnerable wildlife","Y","Queensland endemic","12077",,"V","Vulnerable"
"Phlegmariurus","https://id.biodiversity.org.au/node/apni/7498907","Phlegmariurus","Lycopodiaceae",,,"Plantae","Equisetopsida","Lycopodiaceae",,,"N","Native to Queensland - endemicity not defined","40994",,,
"Varanus semiremex","urn:lsid:biodiversity.org.au:afd.taxon:81244b7e-7145-42fe-b28c-3d672310e739","Varanus semiremex","Varanidae",,"Peters, 1869","Animalia","Reptilia","Varanidae","C","Least concern wildlife","N","Queensland endemic","70","rusty monitor",,
"Caladenia atrovespa","https://id.biodiversity.org.au/name/apni/226080","Caladenia atrovespa","Orchidaceae",,"(D.L.Jones) G.N.Backh.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","41502",,,
"Dendrobium litorale","https://id.biodiversity.org.au/name/apni/85965","Dendrobium litorale","Orchidaceae",,"Schltr.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Naturally occurs in Queensland and overseas","7941",,,
"Corunastylis cuspidata","https://id.biodiversity.org.au/name/apni/9737322","Corunastylis cuspidata","Orchidaceae",,"D.L.Jones & L.M.Copel.","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Queensland endemic","36430",,,
"Salacistis ochroleuca","https://id.biodiversity.org.au/name/apni/189062","Salacistis ochroleuca","Orchidaceae",,"(F.M.Bailey) M.A.Clem. & D.L.Jones","Plantae","Equisetopsida","Orchidaceae","E","Endangered wildlife","Y","Naturally occurs in Queensland and overseas","35326",,,
"Thelymitra malvina","https://id.biodiversity.org.au/name/apni/115870","Thelymitra malvina","Orchidaceae",,"M.A.Clem., D.L.Jones & Molloy","Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","Australian endemic","7917",,,
"Cycas badensis","https://id.biodiversity.org.au/node/apni/2909332","Cycas badensis","Cycadaceae",,"K.D.Hill","Plantae","Equisetopsida","Cycadaceae","C","Least concern wildlife","N","Queensland endemic","5934",,,
"Schoenorchis","https://id.biodiversity.org.au/node/apni/2890702","Schoenorchis","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae","C","Least concern wildlife","N","XU","21472",,,
"Acianthus saxatilis","https://id.biodiversity.org.au/name/apni/246823","Acianthus saxatilis","Orchidaceae",,"D.L.Jones & M.A.Clem.","Plantae","Equisetopsida","Orchidaceae","E","Endangered wildlife","Y","Queensland endemic","35341",,,
"Nannoperca oxleyana","urn:lsid:biodiversity.org.au:afd.taxon:82a68310-9784-48d6-8c9d-509aab09b301","Nannoperca oxleyana","Percichthyidae",,"Whitley, 1940","Animalia","Actinopterygii","Percichthyidae","V","Vulnerable wildlife","Y","Australian endemic","18167","Oxleyan pygmy perch","E","Endangered"
"Asplenium unilaterale","https://id.biodiversity.org.au/taxon/apni/51267149","Asplenium unilaterale","Aspleniaceae",,"Lam.","Plantae","Equisetopsida","Aspleniaceae","V","Vulnerable wildlife","Y","Naturally occurs in Queensland and overseas","8978",,,
"Taudactylus pleione","urn:lsid:biodiversity.org.au:afd.taxon:5908f2e8-065f-48ea-a45a-ae155bf66246","Taudactylus pleione","Myobatrachidae",,"Czechura, 1986","Animalia","Amphibia","Myobatrachidae","CR","Critically endangered wildlife","Y","Queensland endemic","655","Kroombit tinkerfrog","CE","Critically endangered"
"Dockrillia","https://id.biodiversity.org.au/taxon/apni/51316841","Dockrillia","Orchidaceae",,,"Plantae","Equisetopsida","Orchidaceae",,,"N","Native to Queensland - endemicity not defined","20626",,,
