"Supplied Name","guid","scientificName","family","kingdom","vernacular name","guid","family","status","sourceStatus","Supplied  Name"
"Pomaderris reperta","https://id.biodiversity.org.au/node/apni/2920396","Pomaderris reperta","Rhamnaceae",,"Denman Pomaderris","<a href=""https://id.biodiversity.org.au/node/apni/2920396"">https://id.biodiversity.org.au/node/apni/2920396</a>","Rhamnaceae","Critically Endangered","Critically Endangered","Pomaderris reperta"
"Swainsona flavicarinata","https://id.biodiversity.org.au/node/apni/2916446","Swainsona flavicarinata","Fabaceae",,"Yellow-Keeled Swainsona","<a href=""https://id.biodiversity.org.au/node/apni/2916446"">https://id.biodiversity.org.au/node/apni/2916446</a>","Fabaceae","Endangered","Endangered","Swainsona flavicarinata"
"Arthropteris palisotii","https://id.biodiversity.org.au/node/apni/8496980","Arthropteris palisotii","Tectariaceae",,"Lesser Creeping Fern","<a href=""https://id.biodiversity.org.au/node/apni/8496980"">https://id.biodiversity.org.au/node/apni/8496980</a>","Tectariaceae","Endangered","Endangered","Arthropteris palisotii"
"Cyclodomorphus melanops elongatus","urn:lsid:biodiversity.org.au:afd.taxon:26481e30-c654-4092-8b46-318494c51673","Cyclodomorphus melanops elongatus","Scincidae",,"Mallee Slender Blue-tongue Lizard","urn:lsid:biodiversity.org.au:afd.taxon:26481e30-c654-4092-8b46-318494c51673","Scincidae","Endangered","Endangered","Cyclodomorphus melanops elongatus"
"Baeckea kandos","https://id.biodiversity.org.au/node/apni/2886411","Baeckea kandos","Myrtaceae",,"Baeckea kandos","<a href=""https://id.biodiversity.org.au/node/apni/2886411"">https://id.biodiversity.org.au/node/apni/2886411</a>","Myrtaceae","Endangered","Endangered","Baeckea kandos"
"Prasophyllum bagoense","https://id.biodiversity.org.au/name/apni/165138","Prasophyllum bagoense","Orchidaceae",,"Prasophyllum bagoense","<a href=""https://id.biodiversity.org.au/name/apni/165138"">https://id.biodiversity.org.au/name/apni/165138</a>","Orchidaceae","Critically Endangered","Critically Endangered","Prasophyllum bagoense"
"Acacia constablei","https://id.biodiversity.org.au/node/apni/2918275","Acacia constablei","Fabaceae",,"Narrabarba Wattle","<a href=""https://id.biodiversity.org.au/node/apni/2918275"">https://id.biodiversity.org.au/node/apni/2918275</a>","Fabaceae","Vulnerable","Vulnerable","Acacia constablei"
"Stackhousia clementii","https://id.biodiversity.org.au/node/apni/2887226","Stackhousia clementii","Celastraceae",,"Stackhousia clementii","<a href=""https://id.biodiversity.org.au/node/apni/2887226"">https://id.biodiversity.org.au/node/apni/2887226</a>","Celastraceae","Endangered","Endangered","Stackhousia clementii"
"Asperula asthenes","https://id.biodiversity.org.au/node/apni/2918466","Asperula asthenes","Rubiaceae",,"Trailing Woodruff","<a href=""https://id.biodiversity.org.au/node/apni/2918466"">https://id.biodiversity.org.au/node/apni/2918466</a>","Rubiaceae","Vulnerable","Vulnerable","Asperula asthenes"
"Acacia jucunda","https://id.biodiversity.org.au/node/apni/2887647","Acacia jucunda","Fabaceae",,"Yetman Wattle","<a href=""https://id.biodiversity.org.au/node/apni/2887647"">https://id.biodiversity.org.au/node/apni/2887647</a>","Fabaceae","Endangered","Endangered","Acacia jucunda"
"Pomaderris sericea","https://id.biodiversity.org.au/node/apni/2914940","Pomaderris sericea","Rhamnaceae",,"Silky Pomaderris","<a href=""https://id.biodiversity.org.au/node/apni/2914940"">https://id.biodiversity.org.au/node/apni/2914940</a>","Rhamnaceae","Endangered","Endangered","Pomaderris sericea"
"Pseudophryne corroboree","urn:lsid:biodiversity.org.au:afd.taxon:1a3bc394-a748-4755-a6b8-98dd42da48db","Pseudophryne corroboree","Myobatrachidae",,"Southern Corroboree Frog","urn:lsid:biodiversity.org.au:afd.taxon:1a3bc394-a748-4755-a6b8-98dd42da48db","Myobatrachidae","Critically Endangered","Critically Endangered","Pseudophryne corroboree"
"Indigofera baileyi","https://id.biodiversity.org.au/node/apni/2915869","Indigofera baileyi","Fabaceae",,"Bailey's Indigo","<a href=""https://id.biodiversity.org.au/node/apni/2915869"">https://id.biodiversity.org.au/node/apni/2915869</a>","Fabaceae","Endangered","Endangered","Indigofera baileyi"
"Tinospora smilacina","https://id.biodiversity.org.au/node/apni/2909513","Tinospora smilacina","Menispermaceae",,"Tinospora Vine","<a href=""https://id.biodiversity.org.au/node/apni/2909513"">https://id.biodiversity.org.au/node/apni/2909513</a>","Menispermaceae","Endangered","Endangered","Tinospora smilacina"
"Philoria kundagungan","urn:lsid:biodiversity.org.au:afd.taxon:fcb2e700-8046-4556-94bd-78d188dadd9c","Philoria kundagungan","Limnodynastidae",,"Mountain Frog","urn:lsid:biodiversity.org.au:afd.taxon:fcb2e700-8046-4556-94bd-78d188dadd9c","Limnodynastidae","Endangered","Endangered","Philoria kundagungan"
"Senna acclinis","https://id.biodiversity.org.au/node/apni/2890899","Senna acclinis","Fabaceae",,"Rainforest Cassia","<a href=""https://id.biodiversity.org.au/node/apni/2890899"">https://id.biodiversity.org.au/node/apni/2890899</a>","Fabaceae","Endangered","Endangered","Senna acclinis"
"Macrotis lagotis","urn:lsid:biodiversity.org.au:afd.taxon:3814d122-c95f-467f-a3a2-2b269931b74f","Macrotis lagotis","Thylacomyidae",,"Bilby","urn:lsid:biodiversity.org.au:afd.taxon:3814d122-c95f-467f-a3a2-2b269931b74f","Thylacomyidae","Presumed Extinct","Presumed Extinct","Macrotis lagotis"
"Polytelis anthopeplus monarchoides","urn:lsid:biodiversity.org.au:afd.taxon:5ba0d9f3-fa07-4577-8ada-a7e3a51b2792","Polytelis anthopeplus monarchoides","Psittacidae",,"Regent Parrot (eastern subspecies)","urn:lsid:biodiversity.org.au:afd.taxon:5ba0d9f3-fa07-4577-8ada-a7e3a51b2792","Psittacidae","Endangered","Endangered","Polytelis anthopeplus monarchoides"
"Plectranthus nitidus","https://id.biodiversity.org.au/node/apni/2905598","Plectranthus nitidus","Lamiaceae",,"Nightcap Plectranthus","<a href=""https://id.biodiversity.org.au/node/apni/2905598"">https://id.biodiversity.org.au/node/apni/2905598</a>","Lamiaceae","Endangered","Endangered","Plectranthus nitidus"
"Trianthema cypseleoides","https://id.biodiversity.org.au/node/apni/2916288","Trianthema cypseleoides","Aizoaceae",,"Trianthema cypseleoides","<a href=""https://id.biodiversity.org.au/node/apni/2916288"">https://id.biodiversity.org.au/node/apni/2916288</a>","Aizoaceae","Presumed Extinct","Presumed Extinct","Trianthema cypseleoides"
"Glinus orygioides","https://id.biodiversity.org.au/node/apni/2920680","Glinus orygioides","Molluginaceae",,"Glinus orygioides","<a href=""https://id.biodiversity.org.au/node/apni/2920680"">https://id.biodiversity.org.au/node/apni/2920680</a>","Molluginaceae","Presumed Extinct","Presumed Extinct","Glinus orygioides"
"Pilularia novae-hollandiae","https://id.biodiversity.org.au/node/apni/2905369","Pilularia novae-hollandiae","Marsileaceae",,"Austral Pillwort","<a href=""https://id.biodiversity.org.au/node/apni/2905369"">https://id.biodiversity.org.au/node/apni/2905369</a>","Marsileaceae","Endangered","Endangered","Pilularia novae-hollandiae"
"Psephotus (Psephotellus) pulcherrimus","urn:lsid:biodiversity.org.au:afd.taxon:5cc6c8d2-50dc-4c9f-9b12-5423b6da6f18","Psephotus (Psephotellus) pulcherrimus","Psittacidae",,"Paradise Parrot","urn:lsid:biodiversity.org.au:afd.taxon:5cc6c8d2-50dc-4c9f-9b12-5423b6da6f18","Psittacidae","Presumed Extinct","Presumed Extinct","Psephotus pulcherrimus"
"Fontainea oraria","https://id.biodiversity.org.au/node/apni/2917992","Fontainea oraria","Euphorbiaceae",,"Coastal Fontainea","<a href=""https://id.biodiversity.org.au/node/apni/2917992"">https://id.biodiversity.org.au/node/apni/2917992</a>","Euphorbiaceae","Critically Endangered","Critically Endangered","Fontainea oraria"
"Delma impar","urn:lsid:biodiversity.org.au:afd.taxon:51c700dd-d2c3-4fb4-9d1f-2728bf2e302f","Delma impar","Pygopodidae",,"Striped Legless Lizard","urn:lsid:biodiversity.org.au:afd.taxon:51c700dd-d2c3-4fb4-9d1f-2728bf2e302f","Pygopodidae","Vulnerable","Vulnerable","Delma impar"
"Turnix (Austroturnix) melanogaster","urn:lsid:biodiversity.org.au:afd.taxon:03a6ee3f-e227-41e2-b2f3-6f6aea694a83","Turnix (Austroturnix) melanogaster","Turnicidae",,"Black-breasted Button-quail","urn:lsid:biodiversity.org.au:afd.taxon:03a6ee3f-e227-41e2-b2f3-6f6aea694a83","Turnicidae","Critically Endangered","Critically Endangered","Turnix melanogaster"
"Dasyurus viverrinus","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","Dasyurus viverrinus","Dasyuridae",,"Eastern Quoll","urn:lsid:biodiversity.org.au:afd.taxon:52149285-a12a-4085-a285-b41af5ba3ce3","Dasyuridae","Endangered","Endangered","Dasyurus viverrinus"
"Elaeocarpus sedentarius","https://id.biodiversity.org.au/node/apni/2916168","Elaeocarpus sedentarius","Elaeocarpaceae",,"Minyon Quandong","<a href=""https://id.biodiversity.org.au/node/apni/2916168"">https://id.biodiversity.org.au/node/apni/2916168</a>","Elaeocarpaceae","Endangered","Endangered","Elaeocarpus sedentarius"
"Lagorchestes leporides","urn:lsid:biodiversity.org.au:afd.taxon:ccfd6b96-08f2-4df7-bcf6-b0446971a3c1","Lagorchestes leporides","Macropodidae",,"Eastern Hare-wallaby","urn:lsid:biodiversity.org.au:afd.taxon:ccfd6b96-08f2-4df7-bcf6-b0446971a3c1","Macropodidae","Presumed Extinct","Presumed Extinct","Lagorchestes leporides"
"Melaleuca irbyana","https://id.biodiversity.org.au/taxon/apni/51290226","Melaleuca irbyana","Myrtaceae",,"Weeping Paperbark","<a href=""https://id.biodiversity.org.au/taxon/apni/51290226"">https://id.biodiversity.org.au/taxon/apni/51290226</a>","Myrtaceae","Endangered","Endangered","Melaleuca irbyana"
"Solanum sulphureum","https://id.biodiversity.org.au/name/apni/223369","Solanum sulphureum","Solanaceae",,"Solanum sulphureum","<a href=""https://id.biodiversity.org.au/name/apni/223369"">https://id.biodiversity.org.au/name/apni/223369</a>","Solanaceae","Endangered","Endangered","Solanum sulphureum"
"Dasycercus cristicauda","urn:lsid:biodiversity.org.au:afd.taxon:469d7c2a-05e8-4fe4-b8da-ce0db1a351fd","Dasycercus cristicauda","Dasyuridae",,"Mulgara","urn:lsid:biodiversity.org.au:afd.taxon:469d7c2a-05e8-4fe4-b8da-ce0db1a351fd","Dasyuridae","Presumed Extinct","Presumed Extinct","Dasycercus cristicauda"
"Myrsine richmondensis","https://id.biodiversity.org.au/node/apni/2893832","Myrsine richmondensis","Primulaceae",,"Ripple-leaf Muttonwood","<a href=""https://id.biodiversity.org.au/node/apni/2893832"">https://id.biodiversity.org.au/node/apni/2893832</a>","Primulaceae","Endangered","Endangered","Myrsine richmondensis"
"Coatesia paniculata","https://id.biodiversity.org.au/node/apni/2895506","Coatesia paniculata","Rutaceae",,"Axe-Breaker","<a href=""https://id.biodiversity.org.au/node/apni/2895506"">https://id.biodiversity.org.au/node/apni/2895506</a>","Rutaceae","Endangered","Endangered","Coatesia paniculata"
"Acronychia littoralis","https://id.biodiversity.org.au/node/apni/2907701","Acronychia littoralis","Rutaceae",,"Scented Acronychia","<a href=""https://id.biodiversity.org.au/node/apni/2907701"">https://id.biodiversity.org.au/node/apni/2907701</a>","Rutaceae","Endangered","Endangered","Acronychia littoralis"
"Diploglottis campbellii","https://id.biodiversity.org.au/node/apni/2906814","Diploglottis campbellii","Sapindaceae",,"Small-leaved Tamarind","<a href=""https://id.biodiversity.org.au/node/apni/2906814"">https://id.biodiversity.org.au/node/apni/2906814</a>","Sapindaceae","Endangered","Endangered","Diploglottis campbellii"
"Chthonicola sagittata","urn:lsid:biodiversity.org.au:afd.taxon:26a9dd31-3633-469b-83db-04c5c4503639","Chthonicola sagittata","Acanthizidae",,"Speckled Warbler","urn:lsid:biodiversity.org.au:afd.taxon:26a9dd31-3633-469b-83db-04c5c4503639","Acanthizidae","Vulnerable","Vulnerable","Chthonicola sagittata"
"Lasiopetalum behrii","https://id.biodiversity.org.au/node/apni/2912232","Lasiopetalum behrii","Malvaceae",,"Pink Velvet Bush","<a href=""https://id.biodiversity.org.au/node/apni/2912232"">https://id.biodiversity.org.au/node/apni/2912232</a>","Malvaceae","Critically Endangered","Critically Endangered","Lasiopetalum behrii"
"Hygrocybe griseoramosa","6e8d0298-f5d2-4a55-9588-4fc24c4f504e","Hygrocybe griseoramosa","Hygrophoraceae",,"Hygrocybe griseoramosa","6e8d0298-f5d2-4a55-9588-4fc24c4f504e","Hygrophoraceae","Endangered","Endangered","Hygrocybe griseoramosa"
"Prasophyllum affine","https://id.biodiversity.org.au/node/apni/2901813","Prasophyllum affine","Orchidaceae",,"Jervis Bay Leek Orchid","<a href=""https://id.biodiversity.org.au/node/apni/2901813"">https://id.biodiversity.org.au/node/apni/2901813</a>","Orchidaceae","Endangered","Endangered","Prasophyllum affine"
"Gyrostemon thesioides","https://id.biodiversity.org.au/node/apni/2898598","Gyrostemon thesioides","Gyrostemonaceae",,"Gyrostemon thesioides","<a href=""https://id.biodiversity.org.au/node/apni/2898598"">https://id.biodiversity.org.au/node/apni/2898598</a>","Gyrostemonaceae","Endangered","Endangered","Gyrostemon thesioides"
"Grevillea shiressii","https://id.biodiversity.org.au/node/apni/2906257","Grevillea shiressii","Proteaceae",,"Grevillea shiressii","<a href=""https://id.biodiversity.org.au/node/apni/2906257"">https://id.biodiversity.org.au/node/apni/2906257</a>","Proteaceae","Vulnerable","Vulnerable","Grevillea shiressii"
"Dentella minutissima","https://id.biodiversity.org.au/node/apni/2888712","Dentella minutissima","Rubiaceae",,"Dentella minutissima","<a href=""https://id.biodiversity.org.au/node/apni/2888712"">https://id.biodiversity.org.au/node/apni/2888712</a>","Rubiaceae","Endangered","Endangered","Dentella minutissima"
"Drymodes brunneopygia","urn:lsid:biodiversity.org.au:afd.taxon:5718a222-e4cb-4510-b527-550e9671c3ef","Drymodes brunneopygia","Petroicidae",,"Southern Scrub-robin","urn:lsid:biodiversity.org.au:afd.taxon:5718a222-e4cb-4510-b527-550e9671c3ef","Petroicidae","Vulnerable","Vulnerable","Drymodes brunneopygia"
"Diomedea exulans","urn:lsid:biodiversity.org.au:afd.taxon:af9642fd-8d3f-45b2-8ad0-ff416a90ff3b","Diomedea exulans","Diomedeidae",,"Wandering Albatross","urn:lsid:biodiversity.org.au:afd.taxon:af9642fd-8d3f-45b2-8ad0-ff416a90ff3b","Diomedeidae","Endangered","Endangered","Diomedea exulans"
"Macrozamia johnsonii","https://id.biodiversity.org.au/node/apni/2897563","Macrozamia johnsonii","Zamiaceae",,"Johnson's Cycad","<a href=""https://id.biodiversity.org.au/node/apni/2897563"">https://id.biodiversity.org.au/node/apni/2897563</a>","Zamiaceae","Endangered","Endangered","Macrozamia johnsonii"
"Bettongia lesueur graii","urn:lsid:biodiversity.org.au:afd.taxon:7a019451-60d4-4925-82c9-2c3aaf3aeaf4","Bettongia lesueur graii","Potoroidae",,"Boodie, Burrowing Bettong (mainland)","urn:lsid:biodiversity.org.au:afd.taxon:7a019451-60d4-4925-82c9-2c3aaf3aeaf4","Potoroidae","Presumed Extinct","Presumed Extinct","Bettongia lesueur graii"
"Boronia granitica","https://id.biodiversity.org.au/node/apni/2892142","Boronia granitica","Rutaceae",,"Granite Boronia","<a href=""https://id.biodiversity.org.au/node/apni/2892142"">https://id.biodiversity.org.au/node/apni/2892142</a>","Rutaceae","Vulnerable","Vulnerable","Boronia granitica"
"Thinornis rubricollis","ALA_Thinornis_rubricollis","Thinornis rubricollis",,,"Hooded Plover","ALA_Thinornis_rubricollis",,"Critically Endangered","Critically Endangered","Thinornis rubricollis"
"Persoonia glaucescens","https://id.biodiversity.org.au/node/apni/2908545","Persoonia glaucescens","Proteaceae",,"Mittagong Geebung","<a href=""https://id.biodiversity.org.au/node/apni/2908545"">https://id.biodiversity.org.au/node/apni/2908545</a>","Proteaceae","Endangered","Endangered","Persoonia glaucescens"
"Arctocephalus pusillus doriferus","urn:lsid:biodiversity.org.au:afd.taxon:12bef498-1fde-44ef-a7b5-aee88a3ef7cd","Arctocephalus pusillus doriferus","Otariidae",,"Australian Fur-seal","urn:lsid:biodiversity.org.au:afd.taxon:12bef498-1fde-44ef-a7b5-aee88a3ef7cd","Otariidae","Vulnerable","Vulnerable","Arctocephalus pusillus doriferus"
"Senecio squarrosus","https://id.biodiversity.org.au/node/apni/2921048","Senecio squarrosus","Asteraceae",,"Swamp Groundsel","<a href=""https://id.biodiversity.org.au/node/apni/2921048"">https://id.biodiversity.org.au/node/apni/2921048</a>","Asteraceae","Endangered","Endangered","Senecio squarrosus"
"Diuris flavescens","https://id.biodiversity.org.au/name/apni/117438","Diuris flavescens","Orchidaceae",,"Pale Yellow Doubletail","<a href=""https://id.biodiversity.org.au/name/apni/117438"">https://id.biodiversity.org.au/name/apni/117438</a>","Orchidaceae","Critically Endangered","Critically Endangered","Diuris flavescens"
"Acacia phasmoides","https://id.biodiversity.org.au/node/apni/2904946","Acacia phasmoides","Fabaceae",,"Phantom Wattle","<a href=""https://id.biodiversity.org.au/node/apni/2904946"">https://id.biodiversity.org.au/node/apni/2904946</a>","Fabaceae","Vulnerable","Vulnerable","Acacia phasmoides"
"Pelargonium sp. (G.W. Carr 10345)","ALA_Pelargonium_sp_G_W_Carr_10345","Pelargonium sp. (G.W. Carr 10345)",,,"Omeo Storksbill","ALA_Pelargonium_sp_G_W_Carr_10345",,"Endangered","Endangered","Pelargonium sp. (G.W. Carr 10345)"
"Hibbertia sp. Bankstown","ALA_Hibbertia_sp_Bankstown","Hibbertia sp. Bankstown",,,"Hibbertia sp. Bankstown","ALA_Hibbertia_sp_Bankstown",,"Critically Endangered","Critically Endangered","Hibbertia sp. Bankstown"
"Eucalyptus scoparia","https://id.biodiversity.org.au/node/apni/2913806","Eucalyptus scoparia","Myrtaceae",,"Wallangarra White Gum","<a href=""https://id.biodiversity.org.au/node/apni/2913806"">https://id.biodiversity.org.au/node/apni/2913806</a>","Myrtaceae","Endangered","Endangered","Eucalyptus scoparia"
"Acacia flocktoniae","https://id.biodiversity.org.au/node/apni/2886174","Acacia flocktoniae","Fabaceae",,"Flockton Wattle","<a href=""https://id.biodiversity.org.au/node/apni/2886174"">https://id.biodiversity.org.au/node/apni/2886174</a>","Fabaceae","Vulnerable","Vulnerable","Acacia flocktoniae"
"Myrmecobius fasciatus","urn:lsid:biodiversity.org.au:afd.taxon:6c72d199-f0f1-44d3-8197-224a2f7cff5f","Myrmecobius fasciatus","Myrmecobiidae",,"Numbat","urn:lsid:biodiversity.org.au:afd.taxon:6c72d199-f0f1-44d3-8197-224a2f7cff5f","Myrmecobiidae","Presumed Extinct","Presumed Extinct","Myrmecobius fasciatus"
"Artamus (Angroyan) cyanopterus cyanopterus","urn:lsid:biodiversity.org.au:afd.taxon:3a323561-496a-43a7-b466-2e37a68026aa","Artamus (Angroyan) cyanopterus cyanopterus","Artamidae",,"Dusky Woodswallow","urn:lsid:biodiversity.org.au:afd.taxon:3a323561-496a-43a7-b466-2e37a68026aa","Artamidae","Vulnerable","Vulnerable","Artamus cyanopterus cyanopterus"
