"Supplied Name","guid","scientificName","family","kingdom","family","sourceStatus","status","Introduced  Status"
"Entomyzon cyanotis","urn:lsid:biodiversity.org.au:afd.taxon:5203b0a7-bfa9-45ab-8042-6047745efd3b","Entomyzon cyanotis","Meliphagidae",,,,"Least Concern","Native to the N.T."
"Naucrates ductor","urn:lsid:biodiversity.org.au:afd.taxon:7f408b32-7f52-4050-aa37-902dd9f61897","Naucrates ductor","Carangidae",,,,"(not listed)","(not listed)"
"Citrullus colocynthis  ","https://id.biodiversity.org.au/node/apni/2900560","Citrullus colocynthis","Cucurbitaceae",,,,"Least Concern","Introduced"
"Litoria cryptotis","ALA_Litoria_cryptotis","Litoria cryptotis",,,,,"Least Concern","Native to the N.T."
"Anyperodon leucogrammicus","urn:lsid:biodiversity.org.au:afd.taxon:2a635481-bb74-44d0-9734-6255c97ea2c9","Anyperodon leucogrammicus","Serranidae",,,,"(not listed)","(not listed)"
"Steno bredanensis","urn:lsid:biodiversity.org.au:afd.taxon:11a3cf2f-29aa-4a4b-b562-933e76deb8f8","Steno bredanensis","Delphinidae",,,,"Data Deficient","(not listed)"
"Herklotsichthys lippa","urn:lsid:biodiversity.org.au:afd.taxon:41c9cf45-80f3-4077-ad16-c00383ad50a6","Herklotsichthys lippa","Clupeidae",,,,"(not listed)","(not listed)"
"Ellobium aurismidae","urn:lsid:biodiversity.org.au:afd.taxon:4e1ea8e4-a5c5-4887-8abd-44b9510973fc","Ellobium (Ellobium) aurismidae","Ellobiidae",,,,"(not listed)","(not listed)"
"Wydundra webberae","urn:lsid:biodiversity.org.au:afd.taxon:77f39610-3fa9-4986-9d3b-b472e1944549","Wydundra webberae","Prodidomidae",,,,"(not listed)","Endemic to the N.T."
"Thaumastochloa brassii  ","https://id.biodiversity.org.au/node/apni/2903793","Thaumastochloa brassii","Poaceae",,,,"Least Concern","Native to the N.T."
"Psalis pennatula","urn:lsid:biodiversity.org.au:afd.taxon:d0f9dbbe-a27f-4094-b2cc-79b1c11cf935","Psalis pennatula","Erebidae",,,,"(not listed)","(not listed)"
"Cenchrus polystachios  ","https://id.biodiversity.org.au/node/apni/2909735","Cenchrus polystachios","Poaceae",,,,"Least Concern","Introduced"
"Setaria incrassata  ","https://id.biodiversity.org.au/node/apni/2900848","Setaria incrassata","Poaceae",,,,"Least Concern","Introduced"
"Myriophyllum trachycarpum  ","https://id.biodiversity.org.au/node/apni/2886217","Myriophyllum trachycarpum","Haloragaceae",,,,"Least Concern","Native to the N.T."
"Setarches longimanus","urn:lsid:biodiversity.org.au:afd.taxon:7731c5bf-75bc-45ba-acdb-3cbbd691a7ec","Setarches longimanus","Setarchidae",,,,"(not listed)","(not listed)"
"Crotalaria lanceolata  ","https://id.biodiversity.org.au/node/apni/2887683","Crotalaria lanceolata","Fabaceae",,,,"Least Concern","Introduced"
"Huonia melvillensis","urn:lsid:biodiversity.org.au:afd.taxon:cd76fb46-056d-47c3-b186-63821adb8590","Huonia melvillensis","Libellulidae",,,,"(not listed)","Endemic to the N.T."
"Platycoelus melliei","urn:lsid:biodiversity.org.au:afd.taxon:0601965b-a520-4ebe-abed-d1a9d8a346f4","Platycoelus melliei","Carabidae",,,,"(not listed)","(not listed)"
"Acacia gonoclada  ","https://id.biodiversity.org.au/node/apni/2903316","Acacia gonoclada","Fabaceae",,,,"Least Concern","Native to the N.T."
"Zehneria mucronata  ","https://id.biodiversity.org.au/node/apni/2921162","Zehneria mucronata","Cucurbitaceae",,,,"Data Deficient","Native to the N.T."
"Pteropus scapulatus","urn:lsid:biodiversity.org.au:afd.taxon:f8712e3e-3cdb-4d40-aebf-52fcd9cf75c7","Pteropus scapulatus","Pteropodidae",,,,"Least Concern","Native to the N.T."
"Tringa totanus","urn:lsid:biodiversity.org.au:afd.taxon:43dc14ff-1e60-4024-9beb-b26dcc29fe7c","Tringa (Totanus) totanus","Scolopacidae",,,,"Not Evaluated","Native to the N.T."
"Maireana spongiocarpa  ","https://id.biodiversity.org.au/node/apni/2904377","Maireana spongiocarpa","Chenopodiaceae",,,,"Least Concern","Native to the N.T."
"Dentella dioeca  ","https://id.biodiversity.org.au/node/apni/2893153","Dentella dioeca","Rubiaceae",,,,"Least Concern","Endemic to the N.T."
"Ophiuros exaltatus  ","https://id.biodiversity.org.au/node/apni/2890133","Ophiuros exaltatus","Poaceae",,,,"Least Concern","Native to the N.T."
"Sillago analis","urn:lsid:biodiversity.org.au:afd.taxon:77d78672-5369-4a18-9528-8c4d83dd341f","Sillago analis","Sillaginidae",,,,"(not listed)","(not listed)"
"Dichapetalum timoriense  ","https://id.biodiversity.org.au/node/apni/2892561","Dichapetalum timoriense","Dichapetalaceae",,,,"Near Threatened","Native to the N.T."
"Poephila acuticauda","urn:lsid:biodiversity.org.au:afd.taxon:89d3d1f8-7c8f-4ae5-ba00-ae78fdd3a063","Poephila (Poephila) acuticauda","Estrildidae",,,,"Least Concern","Native to the N.T."
"Setobaudinia victoriana","urn:lsid:biodiversity.org.au:afd.taxon:c77263a0-ba9c-44ce-aa4d-dd83242ead7b","Trachiopsis victoriana","Camaenidae",,,,"(not listed)","(not listed)"
"Dodonaea physocarpa  ","https://id.biodiversity.org.au/node/apni/2896597","Dodonaea physocarpa","Sapindaceae",,,,"Least Concern","Native to the N.T."
"Dampiera cinerea  ","https://id.biodiversity.org.au/node/apni/2891191","Dampiera cinerea","Goodeniaceae",,,,"Least Concern","Native to the N.T."
"Circe rivularis","urn:lsid:biodiversity.org.au:afd.taxon:d9ed29d0-7c4e-47a4-90ac-0a4df5a54fde","Circe (Circe) quoyi","Veneridae",,,,"(not listed)","(not listed)"
"Neanthes kerguelensis","urn:lsid:biodiversity.org.au:afd.taxon:0e36a3b6-c131-4e7c-bda9-ec39bff68889","Neanthes kerguelensis","Nereididae",,,,"(not listed)","(not listed)"
"Scirtes macroconcolor","urn:lsid:biodiversity.org.au:afd.taxon:b03c5d0c-e038-4006-b8db-e8348d739835","Scirtes macroconcolor","Scirtidae",,,,"(not listed)","Endemic to the N.T."
"Melaleuca argentea  ","https://id.biodiversity.org.au/node/apni/2911645","Melaleuca argentea","Myrtaceae",,,,"Least Concern","Native to the N.T."
"Pilodius pubescens","urn:lsid:biodiversity.org.au:afd.taxon:0faec229-8325-4b68-b83c-f45d7a700a3a","Pilodius pubescens","Anthidae",,,,"(not listed)","(not listed)"
"Thyroscyphus macrocytharus","urn:lsid:biodiversity.org.au:afd.taxon:792b4a84-82c6-492c-b255-5bb59b647628","Thyroscyphus macrocytharus","Thyroscyphidae",,,,"(not listed)","(not listed)"
"Tiarinia angusta","urn:lsid:biodiversity.org.au:afd.taxon:3237c592-23c3-4fcb-8d78-a8e142d6d71f","Tiarinia angusta","Majidae",,,,"(not listed)","(not listed)"
"Gastrolobium brevipes  ","https://id.biodiversity.org.au/node/apni/2886307","Gastrolobium brevipes","Fabaceae",,,,"Least Concern","Native to the N.T."
"Rhinoclavis sinensis","urn:lsid:biodiversity.org.au:afd.taxon:5c2b68cc-92ea-4c7d-ba8f-542cde0b9cdf","Rhinoclavis (Rhinoclavis) sinensis","Cerithiidae",,,,"(not listed)","(not listed)"
"Clivina sellata","urn:lsid:biodiversity.org.au:afd.taxon:94bd8efa-77f7-4c90-b123-89e49090158b","Clivina (Clivina) sellata","Carabidae",,,,"(not listed)","(not listed)"
"Salvinia molesta  ","https://id.biodiversity.org.au/node/apni/2906788","Salvinia molesta","Salviniaceae",,,,"Least Concern","Introduced"
"Ximenia americana  ","https://id.biodiversity.org.au/node/apni/2902147","Ximenia americana","Olacaceae",,,,"Near Threatened","Native to the N.T."
"Harmonia octomaculata","urn:lsid:biodiversity.org.au:afd.taxon:220f32d0-527e-4fa3-817e-e91ad24748dc","Harmonia octomaculata","Coccinellidae",,,,"(not listed)","(not listed)"
"Lactuca sativa  ","https://id.biodiversity.org.au/node/apni/2916191","Lactuca sativa","Asteraceae",,,,"Least Concern","Introduced"
"Cerithidea anticipata","urn:lsid:biodiversity.org.au:afd.taxon:99685e39-6476-48af-84a3-ebc1caf81060","Cerithidea anticipata","Potamididae",,,,"(not listed)","(not listed)"
"Ipomoea abrupta  ","https://id.biodiversity.org.au/taxon/apni/51270703","Ipomoea abrupta","Convolvulaceae",,,,"Least Concern","Native to the N.T."
"Dactyloptena orientalis","urn:lsid:biodiversity.org.au:afd.taxon:5a256960-5dd4-43aa-b1de-a1bddf71057f","Dactyloptena orientalis","Dactylopteridae",,,,"(not listed)","(not listed)"
"Lumnitzera littorea  ","https://id.biodiversity.org.au/node/apni/2912660","Lumnitzera littorea","Combretaceae",,,,"Least Concern","Native to the N.T."
"Eudesmeola lawsoni","urn:lsid:biodiversity.org.au:afd.taxon:b5ed8bd3-8c30-4703-b08c-6b154fab63a3","Eudesmeola lawsoni","Erebidae",,,,"(not listed)","(not listed)"
"Cardamine sp. Jandakot  ","ALA_Cardamine_sp_Jandakot","Cardamine sp. Jandakot",,,,,"Least Concern","Introduced"
"Callitris glaucophylla  ","https://id.biodiversity.org.au/taxon/apni/51270988","Callitris glaucophylla","Cupressaceae",,,,"Least Concern","Native to the N.T."
"Trachyrhamphus bicoarctatus","urn:lsid:biodiversity.org.au:afd.taxon:569220e6-d190-426e-9100-1cbdae4e8546","Trachyrhamphus bicoarctatus","Syngnathidae",,,,"(not listed)","(not listed)"
"Sclerolaena eriacantha  ","https://id.biodiversity.org.au/node/apni/2920332","Sclerolaena eriacantha","Chenopodiaceae",,,,"Least Concern","Native to the N.T."
"Cormocephalus strigosus","urn:lsid:biodiversity.org.au:afd.taxon:4a29e778-8bb9-4336-bbc0-5b2c0f2b5d0a","Cormocephalus strigosus","Scolopendridae",,,,"(not listed)","(not listed)"
"Typhonium flagelliforme  ","https://id.biodiversity.org.au/node/apni/2917419","Typhonium flagelliforme","Araceae",,,,"Least Concern","Native to the N.T."
"Levenhookia chippendalei  ","https://id.biodiversity.org.au/node/apni/2899790","Levenhookia chippendalei","Stylidiaceae",,,,"Least Concern","Native to the N.T."
"Cenchrus brevisetosus  ","https://id.biodiversity.org.au/node/apni/2898685","Cenchrus brevisetosus","Poaceae",,,,"Data Deficient","Native to the N.T."
"Spermacoce leptoloba  ","https://id.biodiversity.org.au/node/apni/2903100","Spermacoce leptoloba","Rubiaceae",,,,"Least Concern","Native to the N.T."
"Campion australasiae","urn:lsid:biodiversity.org.au:afd.taxon:e18ae8ab-640e-4199-9f78-d2dde7f6f198","Campion australasiae","Mantispidae",,,,"(not listed)","(not listed)"
"Utricularia kimberleyensis  ","https://id.biodiversity.org.au/node/apni/2912961","Utricularia kimberleyensis","Lentibulariaceae",,,,"Least Concern","Native to the N.T."
"Cadulus vincentianus","urn:lsid:biodiversity.org.au:afd.taxon:1843f77b-c9b1-4121-ae0f-07c3013f13ed","Cadulus vincentianus","Gadilidae",,,,"(not listed)","(not listed)"
"Myriocephalus pluriflorus  ","https://id.biodiversity.org.au/node/apni/2911916","Myriocephalus pluriflorus","Asteraceae",,,,"Data Deficient","Native to the N.T."
"Opilo congruus","urn:lsid:biodiversity.org.au:afd.taxon:4c8b6518-2835-43cc-aef8-c34d0cdccde1","Opilo congruus","Cleridae",,,,"(not listed)","(not listed)"
"Dicarpidium sp. Arnhem Land  ","ALA_Dicarpidium_sp_Arnhem_Land","Dicarpidium sp. Arnhem Land",,,,,"Least Concern","Endemic to the N.T."
"Ixa pulcherrima","urn:lsid:biodiversity.org.au:afd.taxon:8058f088-7d08-4b57-9c3b-46ffb3f3435d","Ixa pulcherrima","Leucosiidae",,,,"(not listed)","(not listed)"
"Paralepidonotus indicus","urn:lsid:biodiversity.org.au:afd.taxon:5fae3e12-8ec6-46b5-ac47-a5c17117a66c","Paralepidonotus indicus","Polynoidae",,,,"(not listed)","Endemic to the N.T."
"Acacia doreta  ","https://id.biodiversity.org.au/taxon/apni/51285862","Acacia doreta","Fabaceae",,,,,"(not listed)"
"Echinomuricea indomalaccensis","urn:lsid:biodiversity.org.au:afd.taxon:94402085-a0b9-42a0-9463-a335cffee867","Echinomuricea indomalaccensis","Plexauridae",,,,"(not listed)","(not listed)"
"Periophthalmus novaeguineaensis","urn:lsid:biodiversity.org.au:afd.taxon:346ea828-2ffd-442e-bcfc-870656fb7b3c","Periophthalmus novaeguineaensis","Gobiidae",,,,"(not listed)","(not listed)"
"Epitonium scalare","urn:lsid:biodiversity.org.au:afd.taxon:49a5f270-1d34-42db-bdee-cf6ec5e0dd47","Epitonium (Epitonium) scalare","Epitoniidae",,,,"(not listed)","(not listed)"
"Tephrosia juncea  ","https://id.biodiversity.org.au/node/apni/2898247","Tephrosia juncea","Fabaceae",,,,"Least Concern","Native to the N.T."
"Polygala pterocarpa  ","https://id.biodiversity.org.au/node/apni/2901203","Polygala pterocarpa","Polygalaceae",,,,"Least Concern","Native to the N.T."
"Thunnus albacares","urn:lsid:biodiversity.org.au:afd.taxon:66b058dc-6951-47db-82c4-c45a1aae5b58","Thunnus albacares","Scombridae",,,,"(not listed)","(not listed)"
"Tirumala hamata hamata","urn:lsid:biodiversity.org.au:afd.taxon:b0570e33-c85c-4edc-b9b9-028817fb7b7f","Tirumala hamata hamata","Nymphalidae",,,,"(not listed)","(not listed)"
"Holconia neglecta","urn:lsid:biodiversity.org.au:afd.taxon:fc68fae8-f493-41e0-b873-df7c9ec48828","Holconia neglecta","Sparassidae",,,,"(not listed)","(not listed)"
"Oedaspis whitei","urn:lsid:biodiversity.org.au:afd.taxon:4534a53c-502e-4199-b568-c8f9ab5c7fd2","Oedaspis whitei","Tephritidae",,,,"(not listed)","(not listed)"
"Thespidium basiflorum  ","https://id.biodiversity.org.au/taxon/apni/51269039","Thespidium basiflorum","Asteraceae",,,,"Least Concern","Native to the N.T."
"Nicon rotunda","urn:lsid:biodiversity.org.au:afd.taxon:a79a4bc7-0733-43c2-bce6-5ec910e62726","Nicon rotunda","Nereididae",,,,"(not listed)","Endemic to the N.T."
"Phragmites karka  ","https://id.biodiversity.org.au/node/apni/2888352","Phragmites vallatoria","Poaceae",,,,"Least Concern","Native to the N.T."
"Hermundura gladstonensis","urn:lsid:biodiversity.org.au:afd.taxon:14982974-52e7-428b-9854-d489e8950a95","Hermundura gladstonensis","Pilargidae",,,,"(not listed)","(not listed)"
"Triodia aurita  ","https://id.biodiversity.org.au/node/apni/2893032","Triodia aurita","Poaceae",,,,"Data Deficient","Endemic to the N.T."
"Hephaestus carbo","urn:lsid:biodiversity.org.au:afd.taxon:c1cf76b6-00ac-4190-9c54-caf00f8b7ab6","Hephaestus carbo","Terapontidae",,,,"(not listed)","(not listed)"
"Neodon pecuarius","urn:lsid:biodiversity.org.au:afd.taxon:cf4fb7a8-3c80-4cfb-8a2a-87688d9a7226","Carneodon pecuarius","Scarabaeidae",,,,"(not listed)","(not listed)"
"Gynodiastylis insolitaseta","urn:lsid:biodiversity.org.au:afd.taxon:f9b2ca1d-2512-4bc8-a3ac-4ceb8e9654b7","Gynodiastylis insolitaseta","Gynodiastylidae",,,,"(not listed)","(not listed)"
"Pygolampis frenchi","urn:lsid:biodiversity.org.au:afd.taxon:a227085b-4695-4525-829f-37246bb48315","Pygolampis frenchi","Reduviidae",,,,"(not listed)","(not listed)"
"Acacia jensenii  ","https://id.biodiversity.org.au/node/apni/2892194","Acacia jensenii","Fabaceae",,,,"Least Concern","Native to the N.T."
"Premna serratifolia  ","https://id.biodiversity.org.au/node/apni/2890979","Premna serratifolia","Lamiaceae",,,,"Least Concern","Native to the N.T."
"Heliotropium foveolatum  ","https://id.biodiversity.org.au/node/apni/2910247","Heliotropium foveolatum","Boraginaceae",,,,"Data Deficient","(not listed)"
"Camponotus novaehollandiae","urn:lsid:biodiversity.org.au:afd.taxon:72faee05-f0f7-4e12-b740-2aa5fa068943","Camponotus novaehollandiae","Formicidae",,,,"(not listed)","(not listed)"
"Sula leucogaster","urn:lsid:biodiversity.org.au:afd.taxon:f3bbc1d2-b3a3-47d4-812b-6e6ad102b639","Sula leucogaster","Sulidae",,,,"Least Concern","Native to the N.T."
"Isolepis sp. Nourlangie  ","ALA_Isolepis_sp_Nourlangie","Isolepis sp. Nourlangie",,,,,"Data Deficient","Native to the N.T."
"Ophiactis savignyi","urn:lsid:biodiversity.org.au:afd.taxon:fe42eab4-e029-43e5-af73-7854e46fd6c1","Ophiactis savignyi","Ophiactidae",,,,"(not listed)","(not listed)"
"Goniada paucidens","urn:lsid:biodiversity.org.au:afd.taxon:0f5d9dfc-3fbe-4675-97de-c754088d8380","Goniada paucidens","Goniadidae",,,,"(not listed)","(not listed)"
"Arthrostylis aphylla  ","https://id.biodiversity.org.au/node/apni/2917195","Arthrostylis aphylla","Cyperaceae",,,,"Least Concern","Native to the N.T."
"Fimbristylis corynocarya  ","https://id.biodiversity.org.au/node/apni/2903294","Fimbristylis corynocarya","Cyperaceae",,,,"Data Deficient","Native to the N.T."
"Helicteres procumbens  ","https://id.biodiversity.org.au/node/apni/2905034","Helicteres procumbens","Malvaceae",,,,"Least Concern","(not listed)"
"Basedowena olgana","urn:lsid:biodiversity.org.au:afd.taxon:b49156d8-7500-4e1c-81b8-40f94d10d318","Basedowena olgana","Camaenidae",,,,"(not listed)","Endemic to the N.T."
"Oncopeltus quadriguttatus","urn:lsid:biodiversity.org.au:afd.taxon:9acf37ae-5287-4958-af7f-dcedc6547e0b","Oncopeltus (Oncopeltus) quadriguttatus","Lygaeidae",,,,"(not listed)","(not listed)"
"Engyprosopon maldivensis","urn:lsid:biodiversity.org.au:afd.taxon:3419d6e2-cfc5-4c96-a51b-3b8122b394a1","Engyprosopon maldivensis","Bothidae",,,,"(not listed)","(not listed)"
"Mucuna gigantea  ","https://id.biodiversity.org.au/node/apni/2887169","Mucuna gigantea","Fabaceae",,,,"Least Concern","Native to the N.T."
"Ganoderma lucidum  ","NZOR-6-44825","Ganoderma lucidum","Ganodermataceae",,,,,"(not listed)"
"Eleocharis brassii  ","https://id.biodiversity.org.au/node/apni/2913610","Eleocharis brassii","Cyperaceae",,,,"Least Concern","Native to the N.T."
"Capparis lasiantha  ","https://id.biodiversity.org.au/node/apni/2904334","Capparis lasiantha","Capparaceae",,,,"Least Concern","Native to the N.T."
"Fimbristylis rupestris  ","https://id.biodiversity.org.au/node/apni/2889325","Fimbristylis rupestris","Cyperaceae",,,,"Least Concern","Native to the N.T."
"Dieuches curvus","urn:lsid:biodiversity.org.au:afd.taxon:94d29587-202c-4f11-84f7-e423ba449807","Dieuches curvus","Rhyparochromidae",,,,"(not listed)","(not listed)"
"Tylophora cinerascens  ","https://id.biodiversity.org.au/node/apni/2913267","Tylophora cinerascens","Apocynaceae",,,,"Least Concern","Native to the N.T."
"Lomandra filiformis subsp. filiformis","https://id.biodiversity.org.au/node/apni/2921078","Lomandra filiformis subsp. filiformis","Asparagaceae",,,,"Least Concern","Native to the N.T."
"Eutrichocheles pumilus","urn:lsid:biodiversity.org.au:afd.taxon:2017355b-ed7c-472d-bc8d-9395f9a16cf9","Paratrichocheles pumilus","Axiidae",,,,"(not listed)","(not listed)"
"Carcharhinus obscurus","urn:lsid:biodiversity.org.au:afd.taxon:98c33d5e-a888-4e3d-99fe-31e0d8d9bae5","Carcharhinus obscurus","Carcharhinidae",,,,"(not listed)","(not listed)"
"Tyto novaehollandiae kimberli","urn:lsid:biodiversity.org.au:afd.taxon:b6966b9a-3255-4c55-9128-4cfb3c9f25f6","Tyto (Megastrix) novaehollandiae kimberli","Tytonidae",,,,"Vulnerable","Native to the N.T."
"Microporus xanthopus  ","NZOR-6-80415","Microporus xanthopus","Polyporaceae",,,,,"(not listed)"
"Lindsaea brachypoda  ","https://id.biodiversity.org.au/node/apni/2902961","Lindsaea brachypoda","Lindsaeaceae",,,,"Least Concern","Native to the N.T."
"Nuculana corbuloides","urn:lsid:biodiversity.org.au:afd.taxon:798d5900-8885-4f5a-9221-a7a8a3ee9e38","Saccella corbuloides","Nuculanidae",,,,"(not listed)","(not listed)"
"Cuapetes amymone","urn:lsid:biodiversity.org.au:afd.taxon:6f67ad90-58a9-4a0d-9e2a-990251b51718","Cuapetes amymone","Palaemonidae",,,,"(not listed)","(not listed)"
"Hemiarius dioctes","urn:lsid:biodiversity.org.au:afd.taxon:91d09373-4365-4120-84cb-e71053a40e9a","Hemiarius dioctes","Ariidae",,,,"(not listed)","(not listed)"
"Limnophila australis  ","https://id.biodiversity.org.au/node/apni/2905551","Limnophila australis","Plantaginaceae",,,,"Least Concern","Native to the N.T."
"Cylindropuntia fulgida  ","https://id.biodiversity.org.au/node/apni/2897165","Cylindropuntia fulgida","Cactaceae",,,,"Least Concern","(not listed)"
"Pyramidella sulcata","urn:lsid:biodiversity.org.au:afd.taxon:18bd2cef-4617-47bd-a5e9-e6c859960f00","Pyramidella sulcatus","Pyramidellidae",,,,"(not listed)","(not listed)"
"Lantana camara  ","https://id.biodiversity.org.au/node/apni/8008245","Lantana camara","Verbenaceae",,,,"Least Concern","Introduced"
"Amblypsilopus wellsae","urn:lsid:biodiversity.org.au:afd.taxon:ab5a6eac-c08b-4c49-ba16-a5c816d1b9c5","Amblypsilopus wellsae","Dolichopodidae",,,,"(not listed)","Endemic to the N.T."
"Bistolida brevidentata","urn:lsid:biodiversity.org.au:afd.taxon:be238a09-c332-4ff2-96a6-8cde7b34e44f","Bistolida brevidentata","Cypraeidae",,,,"(not listed)","(not listed)"
"Rhinotia regalis","urn:lsid:biodiversity.org.au:afd.taxon:06688bb4-7007-483b-8e0d-d1311121ee2e","Rhinotia regalis","Belidae",,,,"(not listed)","(not listed)"
