scientificName,vernacularName,family,genus,sourceStatus,listedSpratTaxonId,currentSpratTaxonId,status
Pomaderris clivicola,-,Rhamnaceae,Pomaderris,Vulnerable,55151,,Vulnerable
Pomaderris cocoparrana,-,Rhamnaceae,Pomaderris,Endangered,21898,,Endangered
Pomaderris cotoneaster,Cotoneaster Pomaderris,Rhamnaceae,Pomaderris,Endangered,2043,,Endangered
Pomaderris delicata,-,Rhamnaceae,Pomaderris,Critically Endangered,67208,,Critically Endangered
Pomaderris gilmourii var. cana,Grey Deua Pomaderris,Rhamnaceae,Pomaderris,Critically Endangered,21870,,Critically Endangered
Pomaderris gilmourii var. gilmourii,-,Rhamnaceae,Pomaderris,Endangered,21869,,Endangered
Pomaderris halmaturina subsp. halmaturina,Kangaroo Island Pomaderris,Rhamnaceae,Pomaderris,Vulnerable,21964,,Vulnerable
Pomaderris pallida,Pale Pomaderris,Rhamnaceae,Pomaderris,Vulnerable,13684,,Vulnerable
Pomaderris parrisiae,Parris' Pomaderris,Rhamnaceae,Pomaderris,Vulnerable,22119,,Vulnerable
Pomaderris pilifera subsp. talpicutica,Moleskin Dogwood,Rhamnaceae,Pomaderris,Vulnerable,84295,,Vulnerable
Pomaderris reperta,Denman Pomaderris,Rhamnaceae,Pomaderris,Critically Endangered,77103,,Critically Endangered
Pomaderris sericea,Bent Pomaderris,Rhamnaceae,Pomaderris,Vulnerable,9597,,Vulnerable
Pomaderris subplicata,Concave Pomaderris,Rhamnaceae,Pomaderris,Vulnerable,24513,,Vulnerable
Pomaderris vacciniifolia,Round-leaf Pomaderris,Rhamnaceae,Pomaderris,Critically Endangered,4256,,Critically Endangered
Pomaderris walshii,Carrington Falls Pomaderris,Rhamnaceae,Pomaderris,Critically Endangered,84704,,Critically Endangered
Pommerhelix duralensis,Dural Land Snail,Camaenidae,Pommerhelix,Endangered,85268,,Endangered
Poranthera petalifera,Mountain Poranthera,Euphorbiaceae,Poranthera,Vulnerable,85335,,Vulnerable
Porphyrio albus,White Gallinule,Rallidae,Porphyrio,Extinct,66502,,Extinct
Potorous gilbertii,"Gilbert's Potoroo, Ngilkat",Potoroidae,Potorous,Critically Endangered,66642,,Critically Endangered
Potorous longipes,Long-footed Potoroo,Potoroidae,Potorous,Endangered,217,,Endangered
Potorous platyops,"Broad-faced Potoroo, Moda",Potoroidae,Potorous,Extinct,195,,Extinct
Potorous tridactylus tridactylus,Long-nosed Potoroo (northern),Potoroidae,Potorous,Vulnerable,66645,,Vulnerable
Potorous tridactylus trisulcatus,Long-nosed Potoroo (southern mainland),Potoroidae,Potorous,Vulnerable,86367,,Vulnerable
Prasophyllum affine,"Jervis Bay Leek Orchid, Culburra Leek-orchid, Kinghorn Point Leek-orchid",Orchidaceae,Prasophyllum,Endangered,2210,,Endangered
Prasophyllum amoenum,Dainty Leek-orchid,Orchidaceae,Prasophyllum,Endangered,64946,,Endangered
Prasophyllum apoxychilum,Tapered Leek-orchid,Orchidaceae,Prasophyllum,Endangered,64947,,Endangered
Prasophyllum atratum,Three Hummock Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,82677,,Critically Endangered
Prasophyllum bagoense,Bago Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,84276,,Critically Endangered
Prasophyllum castaneum,Chestnut Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,64948,,Critically Endangered
Prasophyllum colemaniae,Lilac Leek-orchid,Orchidaceae,Prasophyllum,Vulnerable,41647,92732.0,Vulnerable
Prasophyllum correctum,Gaping Leek-orchid,Orchidaceae,Prasophyllum,Endangered,64533,,Endangered
Prasophyllum crebriflorum,Crowded Leek-Orchid,Orchidaceae,Prasophyllum,Endangered,78897,,Endangered
Prasophyllum diversiflorum,Gorae Leek-orchid,Orchidaceae,Prasophyllum,Endangered,13210,,Endangered
Prasophyllum favonium,Western Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,64949,,Critically Endangered
Prasophyllum frenchii,"Maroon Leek-orchid, Slaty Leek-orchid, Stout Leek-orchid, French's Leek-orchid, Swamp Leek-orchid",Orchidaceae,Prasophyllum,Endangered,9704,,Endangered
Prasophyllum fuscum,"Tawny Leek-orchid, Slaty Leek-orchid",Orchidaceae,Prasophyllum,Vulnerable,19455,,Vulnerable
Prasophyllum goldsackii,Goldsack's Leek-orchid,Orchidaceae,Prasophyllum,Endangered,2380,,Endangered
Prasophyllum incorrectum,Golfers Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,78898,,Critically Endangered
Prasophyllum innubum,Brandy Marys Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,83603,,Critically Endangered
Prasophyllum keltonii,Kelton's Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,83604,,Critically Endangered
Prasophyllum laxum,Lax Leek Orchid,Orchidaceae,Prasophyllum,Critically Endangered,86264,,Critically Endangered
Prasophyllum limnetes,Marsh Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,82678,,Critically Endangered
Prasophyllum littorale,Coastal Leek Orchid,Orchidaceae,Prasophyllum,Critically Endangered,92739,55234.0,Critically Endangered
Prasophyllum milfordense,Milford Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,64950,,Critically Endangered
Prasophyllum morganii,"Mignonette Leek-orchid, Cobungra Leek-orchid, Dense Leek-orchid",Orchidaceae,Prasophyllum,Vulnerable,13804,,Vulnerable
Prasophyllum murfetii,Fleurieu Leek Orchid,Orchidaceae,Prasophyllum,Critically Endangered,81621,,Critically Endangered
Prasophyllum olidum,Pungent Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,64951,,Critically Endangered
Prasophyllum pallidum,Pale Leek-orchid,Orchidaceae,Prasophyllum,Vulnerable,20351,,Vulnerable
Prasophyllum perangustum,Knocklofty Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,64952,,Critically Endangered
Prasophyllum petilum,Tarengo Leek Orchid,Orchidaceae,Prasophyllum,Endangered,55144,,Endangered
Prasophyllum pruinosum,Plum Leek-orchid,Orchidaceae,Prasophyllum,Endangered,11821,,Endangered
Prasophyllum pulchellum,Pretty Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,64953,,Critically Endangered
Prasophyllum robustum,Robust Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,12499,,Critically Endangered
Prasophyllum secutum,Northern Leek-orchid,Orchidaceae,Prasophyllum,Endangered,64954,,Endangered
Prasophyllum sp. Wybong (C.Phelps ORG 5269),a leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,81964,,Critically Endangered
Prasophyllum spicatum,Dense Leek-orchid,Orchidaceae,Prasophyllum,Vulnerable,55146,,Vulnerable
Prasophyllum stellatum,Ben Lomond Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,64955,,Critically Endangered
Prasophyllum suaveolens,Fragrant Leek-orchid,Orchidaceae,Prasophyllum,Endangered,64956,,Endangered
Prasophyllum subbisectum,Pomonal Leek-orchid,Orchidaceae,Prasophyllum,Endangered,20411,,Endangered
Prasophyllum taphanyx,Graveside Leek-orchid,Orchidaceae,Prasophyllum,Critically Endangered,81615,,Critically Endangered
Prasophyllum tunbridgense,Tunbridge Leek-orchid,Orchidaceae,Prasophyllum,Endangered,64957,,Endangered
Prasophyllum validum,"Sturdy Leek-orchid, Mount Remarkable Leek-orchid",Orchidaceae,Prasophyllum,Vulnerable,10268,,Vulnerable
Prasophyllum wallum,Wallum Leek-orchid,Orchidaceae,Prasophyllum,Vulnerable,55148,,Vulnerable
Pristis clavata,"Dwarf Sawfish, Queensland Sawfish",Pristidae,Pristis,Vulnerable,68447,,Vulnerable
Pristis pristis,"Freshwater Sawfish, Largetooth Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish",Pristidae,Pristis,Vulnerable,60756,,Vulnerable
Pristis zijsron,"Green Sawfish, Dindagubba, Narrowsnout Sawfish",Pristidae,Pristis,Vulnerable,68442,,Vulnerable
Probosciger aterrimus macgillivrayi,Palm Cockatoo (Australian),Cacatuidae,Probosciger,Vulnerable,67033,,Vulnerable
Promethis sterrha,a beetle,Tenebrionidae,Promethis,Critically Endangered,92260,,Critically Endangered
Prostanthera albohirta,-,Lamiaceae,Prostanthera,Critically Endangered,82052,,Critically Endangered
Prostanthera askania,"Tranquillity Mintbush, Tranquility Mintbush",Lamiaceae,Prostanthera,Endangered,64958,,Endangered
Prostanthera calycina,"West Coast Mintbush, Limestone Mintbush, Red Mintbush",Lamiaceae,Prostanthera,Vulnerable,9470,,Vulnerable
Prostanthera cineolifera,-,Lamiaceae,Prostanthera,Vulnerable,11233,,Vulnerable
Prostanthera clotteniana,-,Lamiaceae,Prostanthera,Critically Endangered,76165,,Critically Endangered
Prostanthera cryptandroides subsp. cryptandroides,Wollemi Mint-bush,Lamiaceae,Prostanthera,Vulnerable,68496,,Vulnerable
Prostanthera densa,Villous Mintbush,Lamiaceae,Prostanthera,Vulnerable,12233,,Vulnerable
Prostanthera discolor,-,Lamiaceae,Prostanthera,Vulnerable,17756,,Vulnerable
Prostanthera eurybioides,Monarto Mintbush,Lamiaceae,Prostanthera,Endangered,2603,,Endangered
Prostanthera galbraithiae,Wellington Mintbush,Lamiaceae,Prostanthera,Vulnerable,64959,,Vulnerable
Prostanthera gilesii,-,Lamiaceae,Prostanthera,Critically Endangered,88743,,Critically Endangered
Prostanthera junonis,Somersby Mintbush,Lamiaceae,Prostanthera,Endangered,64960,,Endangered
Prostanthera marifolia,Seaforth Mintbush,Lamiaceae,Prostanthera,Critically Endangered,7555,,Critically Endangered
Prostanthera nudula,Mount Illbilie Mintbush,Lamiaceae,Prostanthera,Vulnerable,7091,,Vulnerable
Prostanthera palustris,Swamp Mint-bush,Lamiaceae,Prostanthera,Critically Endangered,66703,,Critically Endangered
Prostanthera schultzii,-,Lamiaceae,Prostanthera,Vulnerable,52651,,Vulnerable
Prostanthera sp. Dunmore (D.M.Gordon 8A),-,Lamiaceae,Prostanthera,Vulnerable,84115,,Vulnerable
Prostanthera spathulata,-,Lamiaceae,Prostanthera,Vulnerable,88266,,Vulnerable
Prostanthera staurophylla,a mint-bush,Lamiaceae,Prostanthera,Critically Endangered,20898,,Critically Endangered
Prostanthera stricta,Mount Vincent Mintbush,Lamiaceae,Prostanthera,Vulnerable,17616,,Vulnerable
Prototroctes maraena,Australian Grayling,Retropinnidae,Prototroctes,Vulnerable,26179,,Vulnerable
Psephotus chrysopterygius,"Golden-shouldered Parrot, Alwal, Thaku, Arrmorral, Minpin",Psittacidae,Psephotus,Endangered,720,,Endangered
Psephotus pulcherrimus,Paradise Parrot,Psittacidae,Psephotus,Extinct,723,,Extinct
Pseudemoia cryodroma,"Alpine Bog Skink, Alpine Bog-skink",Scincidae,Pseudemoia,Endangered,84408,,Endangered
Pseudemydura umbrina,Western Swamp Tortoise,Chelidae,Pseudemydura,Critically Endangered,1760,,Critically Endangered
Pseudocephalozia paludicola,Alpine Leafy Liverwort,Lepidoziaceae,Pseudocephalozia,Vulnerable,66441,,Vulnerable
Pseudocharopa ledgbirdi,Mount Lidgbird Charopid Land Snail,Charopidae,Pseudocharopa,Critically Endangered,85279,,Critically Endangered
Pseudocharopa whiteleggei,Whitelegge's Land Snail,Charopidae,Pseudocharopa,Critically Endangered,81249,,Critically Endangered
Pseudocheirus occidentalis,"Western Ringtail Possum, Ngwayir, Womp, Woder, Ngoor, Ngoolangit",Pseudocheiridae,Pseudocheirus,Critically Endangered,25911,,Critically Endangered
Pseudococcus markharveyi,Banksia montana mealybug,Pseudococcidae,Pseudococcus,Critically Endangered,86868,,Critically Endangered
Pseudomugil mellis,"Honey Blue Eye, Honey Blue-eye",Pseudomugilidae,Pseudomugil,Endangered,26180,,Endangered
Pseudomys auritus,Long-eared Mouse,Muridae,Pseudomys,Extinct,85424,,Extinct
Pseudomys australis,"Plains Rat, Palyoora, Plains Mouse",Muridae,Pseudomys,Vulnerable,108,,Vulnerable
Pseudomys fieldi,"Shark Bay Mouse, Djoongari, Alice Springs Mouse",Muridae,Pseudomys,Vulnerable,113,,Vulnerable
Pseudomys fumeus,"Smoky Mouse, Konoom",Muridae,Pseudomys,Endangered,88,,Endangered
Pseudomys glaucus,Blue-grey Mouse,Muridae,Pseudomys,Extinct,86804,,Extinct
Pseudomys gouldii,"Gould's Mouse, Koontin",Muridae,Pseudomys,Extinct,89,,Extinct
Pseudomys novaehollandiae,"New Holland Mouse, Pookila",Muridae,Pseudomys,Vulnerable,96,,Vulnerable
Pseudomys oralis,"Hastings River Mouse, Koontoo",Muridae,Pseudomys,Endangered,98,,Endangered
Pseudomys pilligaensis,"Pilliga Mouse, Poolkoo",Muridae,Pseudomys,Vulnerable,99,,Vulnerable
Pseudomys shortridgei,"Heath Mouse, Dayang, Heath Rat",Muridae,Pseudomys,Endangered,77,,Endangered
Pseudophryne corroboree,Southern Corroboree Frog,Myobatrachidae,Pseudophryne,Critically Endangered,1915,,Critically Endangered
Pseudophryne covacevichae,Magnificent Brood Frog,Myobatrachidae,Pseudophryne,Vulnerable,64385,,Vulnerable
Pseudophryne pengilleyi,Northern Corroboree Frog,Myobatrachidae,Pseudophryne,Critically Endangered,66670,,Critically Endangered
Psophodes leucogaster leucogaster,Mallee Whipbird,Psophodidae,Psophodes,Vulnerable,81025,,Vulnerable
Psophodes nigrogularis lashmari,Western Whipbird (Kangaroo Island),Psophodidae,Psophodes,Endangered,67098,81024.0,Endangered
Psophodes nigrogularis nigrogularis,Western Heath Whipbird,Psophodidae,Psophodes,Endangered,64449,,Endangered
Pteris kingiana,King's Brakefern,Pteridaceae,Pteris,Endangered,35183,,Endangered
Pteris zahlbruckneriana,Netted Brakefern,Pteridaceae,Pteris,Endangered,65893,,Endangered
Pterodroma heraldica,Herald Petrel,Procellariidae,Pterodroma,Critically Endangered,66973,,Critically Endangered
Pterodroma leucoptera leucoptera,"Gould's Petrel, Australian Gould's Petrel",Procellariidae,Pterodroma,Endangered,26033,,Endangered
Pterodroma mollis,Soft-plumaged Petrel,Procellariidae,Pterodroma,Vulnerable,1036,,Vulnerable
Pterodroma neglecta neglecta,Kermadec Petrel (western),Procellariidae,Pterodroma,Vulnerable,64450,,Vulnerable
Pteropus brunneus,"Percy Island Flying-fox, Dusky Fruit Bat",Pteropodidae,Pteropus,Extinct,184,,Extinct
Pteropus conspicillatus,Spectacled Flying-fox,Pteropodidae,Pteropus,Endangered,185,,Endangered
Pteropus natalis,"Christmas Island Flying-fox, Christmas Island Fruit-bat",Pteropodidae,Pteropus,Critically Endangered,87611,,Critically Endangered
Pteropus poliocephalus,Grey-headed Flying-fox,Pteropodidae,Pteropus,Vulnerable,186,,Vulnerable
Pterostylis arenicola,Sandhill Greenhood Orchid,Orchidaceae,Pterostylis,Vulnerable,17919,,Vulnerable
Pterostylis basaltica,Basalt Greenhood,Orchidaceae,Pterostylis,Endangered,56506,,Endangered
Pterostylis bicornis,-,Orchidaceae,Pterostylis,Vulnerable,9074,,Vulnerable
Pterostylis bryophila,Hindmarsh Valley Greenhood,Orchidaceae,Pterostylis,Critically Endangered,75722,,Critically Endangered
Pterostylis cheraphila,Floodplain Rustyhood,Orchidaceae,Pterostylis,Vulnerable,56508,,Vulnerable
Pterostylis chlorogramma,Green-striped Greenhood,Orchidaceae,Pterostylis,Vulnerable,56510,,Vulnerable
Pterostylis commutata,Midland Greenhood,Orchidaceae,Pterostylis,Critically Endangered,64535,,Critically Endangered
Pterostylis cucullata,Leafy Greenhood,Orchidaceae,Pterostylis,Vulnerable,15459,,Vulnerable
Pterostylis despectans,Lowly Greenhood,Orchidaceae,Pterostylis,Endangered,6272,,Endangered
Pterostylis gibbosa,"Illawarra Greenhood, Rufa Greenhood, Pouched Greenhood",Orchidaceae,Pterostylis,Endangered,4562,,Endangered
Pterostylis lepida,Halbury Greenhood,Orchidaceae,Pterostylis,Endangered,86227,,Endangered
Pterostylis mirabilis,Nodding Rufoushood,Orchidaceae,Pterostylis,Vulnerable,86228,,Vulnerable
Pterostylis oreophila,"Blue-tongued Orchid, Kiandra Greenhood",Orchidaceae,Pterostylis,Critically Endangered,22903,,Critically Endangered
Pterostylis pratensis,Liawenee Greenhood,Orchidaceae,Pterostylis,Vulnerable,66896,,Vulnerable
Pterostylis psammophila,Two-bristle Greenhood,Orchidaceae,Pterostylis,Critically Endangered,86649,,Critically Endangered
Pterostylis pulchella,Pretty Greenhood,Orchidaceae,Pterostylis,Vulnerable,6448,,Vulnerable
Pterostylis rubenachii,Arthur River Greenhood,Orchidaceae,Pterostylis,Endangered,64536,,Endangered
Pterostylis saxicola,Sydney Plains Greenhood,Orchidaceae,Pterostylis,Endangered,64537,,Endangered
Pterostylis sinuata,"Northampton Midget Greenhood, Western Swan Greenhood",Orchidaceae,Pterostylis,Endangered,84991,,Endangered
Pterostylis sp. Botany Bay (A.Bishop J221/1-13),"Botany Bay Bearded Greenhood, Botany Bay Bearded Orchid",Orchidaceae,Pterostylis,Endangered,64965,,Endangered
Pterostylis sp. Hale (R.Bates 21725),Hale Dwarf Greenhood,Orchidaceae,Pterostylis,Endangered,64539,,Endangered
Pterostylis tenuissima,"Swamp Greenhood, Dainty Swamp Orchid",Orchidaceae,Pterostylis,Vulnerable,13139,,Vulnerable
Pterostylis valida,Robust Greenhood,Orchidaceae,Pterostylis,Critically Endangered,64598,,Critically Endangered
Pterostylis vernalis,Halbury Rustyhood,Orchidaceae,Pterostylis,Critically Endangered,84711,,Critically Endangered
Pterostylis wapstrarum,Fleshy Greenhood,Orchidaceae,Pterostylis,Critically Endangered,66694,,Critically Endangered
Pterostylis X aenigma,Enigmatic Greenhood,Orchidaceae,Pterostylis,Endangered,82697,,Endangered
Pterostylis xerophila,Desert Greenhood,Orchidaceae,Pterostylis,Vulnerable,7997,,Vulnerable
Pterostylis ziegeleri,"Grassland Greenhood, Cape Portland Greenhood",Orchidaceae,Pterostylis,Vulnerable,64971,,Vulnerable
Ptilotus beckerianus,Ironstone Mulla Mulla,Amaranthaceae,Ptilotus,Vulnerable,3787,,Vulnerable
Ptilotus pyramidatus,Pyramid Mulla-mulla,Amaranthaceae,Ptilotus,Critically Endangered,18216,,Critically Endangered
Ptychosema pusillum,Dwarf Pea,Fabaceae,Ptychosema,Vulnerable,11268,,Vulnerable
Pultenaea aristata,-,Fabaceae,Pultenaea,Vulnerable,18062,,Vulnerable
Pultenaea baeuerlenii,Budawangs Bush-pea,Fabaceae,Pultenaea,Endangered,13130,,Endangered
Pultenaea elusa,Elusive Bush-pea,Fabaceae,Pultenaea,Endangered,78990,,Endangered
Pultenaea glabra,"Smooth Bush-pea, Swamp Bush-pea",Fabaceae,Pultenaea,Vulnerable,11887,,Vulnerable
Pultenaea maidenii,Maiden's Bush-pea,Fabaceae,Pultenaea,Extinct,2869,,Extinct
Pultenaea parrisiae,-,Fabaceae,Pultenaea,Vulnerable,56699,,Vulnerable
Pultenaea parviflora,-,Fabaceae,Pultenaea,Vulnerable,19380,,Vulnerable
Pultenaea pauciflora,Narrogin Pea,Fabaceae,Pultenaea,Vulnerable,14013,,Vulnerable
Pultenaea setulosa,-,Fabaceae,Pultenaea,Vulnerable,2705,,Vulnerable
Pultenaea sp. Genowlan Point (NSW 417813),"Genowlan Point Pultenaea, Genowlan Pultenaea",Fabaceae,Pultenaea,Critically Endangered,87188,92567.0,Critically Endangered
Pultenaea trichophylla,Tufted Bush-pea,Fabaceae,Pultenaea,Endangered,12715,,Endangered
Pultenaea villifera var. glabrescens,"Yellow Bush-pea, Splendid Bush-pea",Fabaceae,Pultenaea,Vulnerable,10271,,Vulnerable
Pultenaea williamsoniana,Williamsons Bush-pea,Fabaceae,Pultenaea,Vulnerable,5061,,Vulnerable
Pycnoptilus floccosus,Pilotbird,Acanthizidae,Pycnoptilus,Vulnerable,525,,Vulnerable
Quintalia stoddartii,Stoddart's Helicarionid Land Snail,Helicarionidae,Quintalia,Critically Endangered,81253,,Critically Endangered
Ramphotyphlops exocoeti,"Christmas Island Blind Snake, Christmas Island Pink Blind Snake",Typhlopidae,Ramphotyphlops,Vulnerable,1262,,Vulnerable
Randia moorei,Spiny Gardenia,Rubiaceae,Randia,Endangered,10577,,Endangered
Ranunculus anemoneus,Anemone Buttercup,Ranunculaceae,Ranunculus,Vulnerable,14889,,Vulnerable
Ranunculus prasinus,"Midlands Buttercup, Tunbridge Buttercup",Ranunculaceae,Ranunculus,Endangered,4862,,Endangered
Rattus macleari,"Maclear's Rat, Christmas Island Rat",Muridae,Rattus,Extinct,25904,,Extinct
Rattus nativitatis,"Bulldog Rat, Christmas Island Burrowing Rat",Muridae,Rattus,Extinct,25905,,Extinct
Reedia spathacea,Reedia,Cyperaceae,Reedia,Critically Endangered,2995,,Critically Endangered
Rexea solandri (eastern Australian population),Eastern Gemfish,Gempylidae,Rexea,Conservation Dependent,76339,,Conservation Dependent
Rhagodia acicularis,Wongan Rhagodia,Chenopodiaceae,Rhagodia,Vulnerable,11145,,Vulnerable
Rhaphidospora bonneyana,-,Acanthaceae,Rhaphidospora,Vulnerable,8029,,Vulnerable
Rhaponticum australe,"Austral Cornflower, Native Thistle",Asteraceae,Rhaponticum,Vulnerable,22647,,Vulnerable
Rheobatrachus silus,Southern Gastric-brooding Frog,Myobatrachidae,Rheobatrachus,Extinct,1909,,Extinct
Rheobatrachus vitellinus,"Northern Gastric-brooding Frog, Eungella Gastric-brooding Frog",Myobatrachidae,Rheobatrachus,Extinct,1910,,Extinct
Rheodytes leukops,"Fitzroy River Turtle, Fitzroy Tortoise, Fitzroy Turtle, White-eyed River Diver",Chelidae,Rheodytes,Vulnerable,1761,,Vulnerable
Rhincodon typus,Whale Shark,Rhincodontidae,Rhincodon,Vulnerable,66680,,Vulnerable
Rhinerrhizopsis matutina,-,Orchidaceae,Rhinerrhizopsis,Vulnerable,82846,,Vulnerable
Rhinolophus robertsi,"Large-eared Horseshoe Bat, Greater Large-eared Horseshoe Bat",Rhinolophidae,Rhinolophus,Vulnerable,87639,,Vulnerable
Rhinonicteris aurantia (Pilbara form),Pilbara Leaf-nosed Bat,Rhinonycteridae,Rhinonicteris,Vulnerable,82790,,Vulnerable
Rhipidura fuliginosa cervina,"Lord Howe Grey Fantail, Grey Fantail (Lord Howe Island)",Muscicapidae,Rhipidura,Extinct,67106,,Extinct
Rhizanthella gardneri,"Western Underground Orchid, Underground Orchid",Orchidaceae,Rhizanthella,Critically Endangered,20109,,Critically Endangered
Rhizanthella johnstonii,South Coast Underground Orchid,Orchidaceae,Rhizanthella,Critically Endangered,89853,,Critically Endangered
Rhizanthella slateri,Eastern Underground Orchid,Orchidaceae,Rhizanthella,Endangered,11768,,Endangered
Rhodamnia angustifolia,Narrow-leaved Malletwood,Myrtaceae,Rhodamnia,Critically Endangered,84816,,Critically Endangered
Rhodamnia longisepala,-,Myrtaceae,Rhodamnia,Critically Endangered,84817,,Critically Endangered
Rhodamnia maideniana,Smooth Scrub Turpentine,Myrtaceae,Rhodamnia,Critically Endangered,20665,,Critically Endangered
Rhodamnia rubescens,"Scrub Turpentine, Brown Malletwood",Myrtaceae,Rhodamnia,Critically Endangered,15763,,Critically Endangered
Rhodomyrtus psidioides,Native Guava,Myrtaceae,Rhodomyrtus,Critically Endangered,19162,,Critically Endangered
Ricinocarpos brevis,-,Euphorbiaceae,Ricinocarpos,Endangered,82879,,Endangered
Ricinocarpos gloria-medii,Glory of the Centre,Euphorbiaceae,Ricinocarpos,Vulnerable,6525,,Vulnerable
Ricinocarpos trichophorus,Barrens Wedding Bush,Euphorbiaceae,Ricinocarpos,Endangered,19931,,Endangered
Ristantia gouldii,-,Myrtaceae,Ristantia,Vulnerable,18776,,Vulnerable
Romnalda strobilacea,-,Xanthorrhoeaceae,Romnalda,Vulnerable,5948,,Vulnerable
Rostratula australis,Australian Painted Snipe,Rostratulidae,Rostratula,Endangered,77037,,Endangered
Roycea pycnophylloides,Saltmat,Chenopodiaceae,Roycea,Endangered,21161,,Endangered
Rutidosis heterogama,Heath Wrinklewort,Asteraceae,Rutidosis,Vulnerable,13132,,Vulnerable
Rutidosis leiolepis,Monaro Golden Daisy,Asteraceae,Rutidosis,Vulnerable,21490,,Vulnerable
Rutidosis leptorhynchoides,Button Wrinklewort,Asteraceae,Rutidosis,Endangered,67251,,Endangered
Rytidosperma pumilum,Feldmark Grass,Poaceae,Rytidosperma,Vulnerable,66716,,Vulnerable
Saccolaimus saccolaimus nudicluniatus,"Bare-rumped Sheath-tailed Bat, Bare-rumped Sheathtail Bat",Emballonuridae,Saccolaimus,Vulnerable,66889,,Vulnerable
Sagina diemensis,Tasmanian Pearlwort,Caryophyllaceae,Sagina,Endangered,64974,,Endangered
Saltuarius kateae,Kate's Leaf-tail Gecko,Carphodactylidae,Saltuarius,Endangered,89489,,Endangered
Samadera bidwillii,Quassia,Simaroubaceae,Samadera,Vulnerable,29708,,Vulnerable
Samadera sp. Moonee Creek (J.King s.n. Nov. 1949),-,Simaroubaceae,Samadera,Endangered,86885,,Endangered
Sankowskya stipularis,-,Euphorbiaceae,Sankowskya,Endangered,64699,,Endangered
Sannantha crenulata,Fern-leaf Baeckea,Myrtaceae,Sannantha,Vulnerable,83096,,Vulnerable
Sannantha tozerensis,a shrub,Myrtaceae,Sannantha,Vulnerable,83204,,Vulnerable
Sarcochilus fitzgeraldii,Ravine Orchid,Orchidaceae,Sarcochilus,Vulnerable,19131,,Vulnerable
Sarcochilus hartmannii,"Waxy Sarcochilus, Blue Knob Orchid",Orchidaceae,Sarcochilus,Vulnerable,4124,,Vulnerable
Sarcochilus hirticalcar,-,Orchidaceae,Sarcochilus,Vulnerable,11388,,Vulnerable
Sarcochilus weinthalii,"Blotched Sarcochilus, Weinthals Sarcanth",Orchidaceae,Sarcochilus,Vulnerable,12673,,Vulnerable
Sarcophilus harrisii,Tasmanian Devil,Dasyuridae,Sarcophilus,Endangered,299,,Endangered
Scaevola macrophylla,Large-flowered Scaevola,Goodeniaceae,Scaevola,Critically Endangered,11806,,Critically Endangered
Scaturiginichthys vermeilipinnis,"Redfin Blue Eye, Redfin Blue-eye",Pseudomugilidae,Scaturiginichthys,Endangered,56792,,Endangered
Schoenia filifolia subsp. subulifolia,Mingenew Everlasting,Asteraceae,Schoenia,Endangered,63904,,Endangered
Sclerolaena blakei,-,Chenopodiaceae,Sclerolaena,Vulnerable,5706,,Vulnerable
Sclerolaena napiformis,Turnip Copperburr,Chenopodiaceae,Sclerolaena,Endangered,11742,,Endangered
Sclerolaena walkeri,-,Chenopodiaceae,Sclerolaena,Vulnerable,16152,,Vulnerable
Selaginella andrewsii,Tallebudgera spikemoss,Selaginellaceae,Selaginella,Vulnerable,67901,,Vulnerable
Semotrachia euzyga,a land snail,Camaenidae,Semotrachia,Endangered,79219,,Endangered
Senecio australis,a daisy,Asteraceae,Senecio,Vulnerable,40250,,Vulnerable
Senecio behrianus,"Stiff Groundsel, Behr's Groundsel",Asteraceae,Senecio,Endangered,14030,,Endangered
Senecio evansianus,a daisy,Asteraceae,Senecio,Endangered,55340,,Endangered
Senecio georgianus,Grey Groundsel,Asteraceae,Senecio,Extinct,12873,,Extinct
Senecio hooglandii,a daisy,Asteraceae,Senecio,Vulnerable,55346,,Vulnerable
Senecio macrocarpus,"Large-fruit Fireweed, Large-fruit Groundsel",Asteraceae,Senecio,Vulnerable,16333,,Vulnerable
Senecio megaglossus,Superb Groundsel,Asteraceae,Senecio,Vulnerable,13374,,Vulnerable
Senecio psilocarpus,"Swamp Fireweed, Smooth-fruited Groundsel",Asteraceae,Senecio,Vulnerable,64976,,Vulnerable
Seringia exastia,Fringed Fire-bush,Malvaceae,Seringia,Critically Endangered,88920,,Critically Endangered
